"Final.Status","ID","Year","ACT","GPA","HS.Percentile","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
0,"App ID-171964","2016 Fall",17,3.15,40,0,NA,0,0,0,164.08,70515,5063,0.9777,5,0.001,498,1,0,0,0,0,0,0
0,"App ID-171966","2015 Fall",24,3.52,66,0,41484,25658,20050,45974,146.11,46132,22990,0.8633,137,0.006,NA,0,0,0,1,0,0,1
0,"App ID-171973","2016 Fall",33,4,99,1,NA,0,0,0,351.88,50181,26117,0.9611,2,1e-04,NA,0,0,0,1,0,0,1
0,"App ID-171976","2015 Fall",25,3.18,0,0,NA,0,0,0,232.16,88246,33316,0.9112,67,0.002,NA,0,0,0,0,0,1,1
0,"App ID-171978","2015 Fall",22,3.18,53,0,NA,0,0,0,281.94,32694,12091,0.894,3,2e-04,NA,0,0,0,0,0,0,1
0,"App ID-171979","2015 Fall",28,3.71,92,0,NA,0,0,0,398.59,68157,28275,0.8329,NA,NA,NA,0,0,1,0,0,1,1
1,"App ID-172028","2015 Fall",26,2.91,27,0,43064,18560,18560,29950,240.29,68239,24933,0.882,107,0.0043,1173,0,0,1,1,0,0,0
1,"App ID-172030","2015 Fall",19,3.33,64,0,43064,26825,17050,46254,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,0,1,0,0,0
1,"App ID-172032","2015 Fall",30,4,99,0,43064,17500,17500,17088,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,1,0,0,1,1
1,"App ID-172036","2015 Fall",27,4,96,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,1,0,0,0,0
0,"App ID-172057","2016 Fall",26,3.75,77,0,NA,0,0,0,81.68,53036,530,0.9943,2,0.0038,NA,1,1,0,0,0,0,0
1,"App ID-172090","2015 Fall",0,3.07,0,0,43064,19250,19250,26720,1168.87,87470,14643,0.9174,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-172290","2015 Fall",25,3.63,75,0,43064,0,0,35002,200.43,77106,33811,0.8865,89,0.0026,1789,0,0,0,0,0,0,0
0,"App ID-172466","2016 Fall",19,3.3,76,1,NA,0,0,0,NA,57286,78221,0.5306,NA,NA,NA,0,0,0,0,1,0,1
1,"App ID-172494","2015 Fall",28,3.72,74,0,43064,18500,18500,0,154.63,46796,20242,0.961,61,0.003,947,0,0,1,0,0,0,0
0,"App ID-172516","2015 Fall",19,3.2,74,0,NA,0,0,0,301.19,36113,17592,0.7232,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-172528","2015 Fall",25,3.99,97,0,43064,24778,24510,0,146.11,46132,22990,0.8633,137,0.006,NA,0,0,1,1,0,0,0
1,"App ID-172542","2015 Fall",20,3.17,50,0,43064,0,0,46054,217.99,70106,38611,0.9219,74,0.0019,2257,0,0,0,0,1,0,1
1,"App ID-172545","2015 Fall",29,3.93,97,0,41484,24830,21830,34211,240.29,68239,24933,0.882,107,0.0043,1173,0,0,0,0,0,0,0
0,"App ID-172546","2015 Fall",22,3.46,0,0,NA,0,0,0,149.24,75050,17801,0.9389,94,0.0053,NA,0,1,0,0,0,0,0
0,"App ID-172579","2015 Fall",23,3.08,51,0,43064,0,0,39521,226.36,72600,11060,0.9798,11,0.001,NA,0,0,0,0,0,0,0
0,"App ID-172583","2015 Fall",25,3.77,84,0,NA,0,0,0,225.68,67425,12500,0.8366,28,0.0022,973,0,0,0,0,0,0,0
0,"App ID-172584","2015 Fall",23,3.16,52,0,43064,12500,12500,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,0,0,0,0
1,"App ID-172587","2015 Fall",20,3.45,70,0,43064,28355,18580,46484,820.61,45163,49792,0.9537,44,9e-04,NA,1,0,0,0,0,0,0
0,"App ID-172588","2015 Fall",25,3.56,61,0,43064,18000,18000,9388,32.32,60430,2595,0.9738,41,0.0158,NA,1,1,0,1,0,0,0
0,"App ID-172589","2015 Fall",0,3.05,0,0,43064,10500,10500,0,229.82,85849,28475,0.8547,67,0.0024,2013,0,0,0,0,1,0,0
1,"App ID-172590","2015 Fall",23,3.6,66,0,43064,19500,19500,0,248.62,52681,12728,0.9269,12,9e-04,522,1,1,1,0,0,1,1
1,"App ID-172677","2015 Fall",24,3.55,81,0,43064,15500,15500,0,284.04,70886,23643,0.9252,35,0.0015,2625,0,0,0,1,0,0,0
0,"App ID-172744","2015 Fall",26,3.31,63,0,43064,20000,20000,30837,240.29,68239,24933,0.882,107,0.0043,1173,0,0,0,1,0,0,0
0,"App ID-172751","2015 Fall",0,3.1,64,0,41484,10500,10500,0,1195.11,128362,81466,0.5016,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-172760","2015 Fall",25,3.66,75,0,NA,0,0,0,219.29,70573,16947,0.9526,37,0.0022,626,0,0,0,1,0,0,0
1,"App ID-172761","2016 Fall",23,3.46,85,0,44668,29601,16000,0,186.54,52639,1216,0.9416,NA,NA,NA,1,1,1,0,0,0,1
0,"App ID-172899","2015 Fall",18,3.33,68,0,43064,0,0,45246,224.26,57349,40500,0.591,33,8e-04,NA,0,0,0,0,1,0,0
0,"App ID-172909","2016 Fall",25,3.13,88,1,NA,0,0,0,888.45,37131,41491,0.0546,NA,NA,NA,0,0,0,0,1,0,1
0,"App ID-172935","2016 Fall",29,3.92,94,0,44668,0,0,21592,258.13,52069,18423,0.9392,36,0.002,809,0,0,1,1,0,0,1
0,"App ID-173059","2016 Fall",21,3.43,0,1,NA,0,0,0,NA,52321,36387,0.8051,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-173166","2016 Fall",26,3.53,62,1,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,1,0,0,0,0,1
0,"App ID-173314","2015 Fall",20,3.11,58,0,NA,0,0,0,3.12,45753,4104,0.9423,58,0.0141,NA,0,0,0,1,0,1,1
0,"App ID-173459","2016 Fall",23,4.66,0,0,NA,0,0,0,882.14,46061,43244,0.4923,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-173466","2016 Fall",20,3.23,66,1,NA,0,0,0,494.8,53516,34879,0.8726,8,2e-04,NA,0,0,0,1,1,0,1
1,"App ID-173476","2015 Fall",23,2.96,46,0,43064,26115,17390,45029,183.97,37500,517,0.971,NA,NA,79,0,0,0,0,0,0,0
1,"App ID-173578","2015 Fall",29,3.98,90,0,43064,17500,17500,0,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,1,0,0,0
0,"App ID-173588","2016 Fall",25,3.99,96,0,NA,0,0,0,208.42,73580,4677,0.9671,11,0.0024,NA,1,0,0,1,0,1,1
0,"App ID-173604","2016 Fall",26,3.72,78,0,NA,0,0,0,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,0,1,0,0,0
1,"App ID-173607","2016 Fall",29,4,93,0,44668,21000,21000,20789,90.74,47855,12691,0.9344,61,0.0048,NA,1,0,0,0,0,0,1
0,"App ID-173619","2016 Fall",0,2.78,36,1,NA,0,0,0,156.28,48182,5341,0.8884,14,0.0026,318,0,0,0,0,0,0,0
0,"App ID-173639","2015 Fall",22,3.84,86,0,NA,0,0,0,74.57,54440,10060,0.9302,32,0.0032,NA,0,0,1,0,0,0,0
1,"App ID-173640","2015 Fall",32,3.14,0,0,43064,15500,15500,0,51.75,49280,18677,0.9706,192,0.0103,NA,0,0,0,0,0,0,1
0,"App ID-173641","2015 Fall",22,3.73,81,0,NA,0,0,0,153.42,53951,3824,0.8583,21,0.0055,NA,0,0,0,1,0,0,0
0,"App ID-173647","2015 Fall",28,3.4,0,1,43064,0,0,14193,906.45,111814,20178,0.9389,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-173656","2016 Fall",23,3,60,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,1,0,0,0,1,1
1,"App ID-173841","2015 Fall",30,3.85,96,0,41484,18500,18500,8793,NA,113503,5975,0.811,4,7e-04,NA,0,1,1,0,0,1,1
0,"App ID-173878","2015 Fall",19,3.32,95,0,43064,0,0,0,194.7,46188,3171,0.6339,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-173909","2015 Fall",19,2.78,32,0,43064,7500,7500,11721,2.66,41554,31233,0.8977,362,0.0116,1671,0,0,0,1,0,0,0
0,"App ID-173910","2015 Fall",23,3.87,95,0,43064,23698,15500,46054,208.95,44056,21295,0.44,28,0.0013,NA,0,1,0,0,0,0,0
0,"App ID-173912","2015 Fall",31,3.68,92,0,NA,0,0,0,240.29,68239,24933,0.882,107,0.0043,1173,0,1,0,1,0,0,0
0,"App ID-173915","2015 Fall",17,3.46,62,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,1,0,0,0
0,"App ID-173921","2016 Fall",26,3.47,56,0,NA,0,0,0,227.98,101206,48915,0.9163,160,0.0033,NA,0,1,0,1,0,0,0
0,"App ID-173935","2016 Fall",21,3.17,0,1,NA,0,0,0,232.16,88246,33316,0.9112,67,0.002,NA,0,1,0,0,1,0,1
0,"App ID-173937","2016 Fall",30,3.72,76,0,NA,0,0,0,192.27,99016,13932,0.9427,34,0.0024,1626,1,1,1,1,0,0,0
0,"App ID-173939","2016 Fall",32,4,99,0,44668,16500,16500,6026,181.05,69136,23214,0.9699,84,0.0036,1626,1,0,0,0,0,0,0
0,"App ID-173953","2015 Fall",22,3.26,43,0,NA,0,0,0,137.19,40833,485,0.9938,1,0.0021,40,0,0,0,0,0,0,0
0,"App ID-173954","2015 Fall",0,NA,67,0,43064,15400,15400,21391,1155.96,52088,113451,0.8786,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-173957","2015 Fall",21,3.04,-492,0,NA,0,0,0,1194,56629,33917,0.5286,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-173958","2015 Fall",23,3.42,72,0,NA,0,0,0,82.44,38344,6794,0.9703,40,0.0059,NA,0,0,1,1,0,0,0
0,"App ID-173959","2015 Fall",36,4,99,0,NA,0,0,0,152.83,52693,32895,0.849,64,0.0019,NA,0,0,0,0,0,0,0
0,"App ID-174028","2015 Fall",25,3.58,94,0,NA,0,0,0,221.54,43127,56467,0.4714,37,7e-04,NA,0,0,0,0,0,0,0
0,"App ID-174031","2015 Fall",25,3.65,0,0,43064,25870,23540,36964,122.79,58310,7646,0.9912,71,0.0093,NA,1,1,0,0,0,1,1
0,"App ID-174033","2015 Fall",32,3.98,98,0,41484,23000,23000,0,215.07,61448,39628,0.8198,139,0.0035,1840,0,0,1,0,0,1,1
0,"App ID-174041","2015 Fall",22,3.16,50,0,NA,0,0,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,1,0,0,0
0,"App ID-174050","2015 Fall",22,3.2,0,0,43064,10500,10500,6144,209.93,81875,27654,0.8955,63,0.0023,2017,0,0,1,0,1,0,0
0,"App ID-174067","2016 Fall",27,2.93,53,0,44668,25084,21440,37452,222.81,72969,30760,0.7873,79,0.0026,NA,1,0,0,0,0,0,0
0,"App ID-174083","2016 Fall",18,3.29,0,1,44668,25116,19100,46330,228.47,58806,5562,0.931,5,9e-04,1656,1,0,0,0,0,0,1
0,"App ID-174126","2016 Fall",22,3.74,91,1,44668,0,0,46296,224.26,57349,40500,0.591,33,8e-04,NA,0,0,0,0,1,0,0
0,"App ID-174127","2016 Fall",18,3.15,66,1,44668,0,0,47758,220.11,52092,32153,0.7625,32,0.001,NA,0,0,0,0,1,0,1
0,"App ID-174128","2015 Fall",27,4,99,0,NA,0,0,0,179.76,59231,4163,0.9337,5,0.0012,287,0,0,0,1,0,0,0
0,"App ID-174138","2016 Fall",24,3.99,99,1,44668,0,0,42829,164.47,55662,1775,0.9572,12,0.0068,131,0,0,0,0,0,0,0
0,"App ID-174146","2015 Fall",29,3.97,0,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,0,0,1,0,0,0
0,"App ID-174161","2015 Fall",17,2.98,0,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,0,0,1,0,0,0
0,"App ID-174164","2015 Fall",22,2.93,45,0,43064,15190,15190,21108,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,1,1,0,0,0
0,"App ID-174193","2016 Fall",29,3.98,89,1,NA,0,0,0,644.04,69167,3473,0.9476,NA,NA,NA,0,0,0,0,0,0,1
0,"App ID-174598","2015 Fall",25,3.84,0,0,41484,26946,22980,38577,224.78,55190,20368,0.8346,28,0.0014,768,0,0,0,1,0,0,0
1,"App ID-174603","2015 Fall",25,2.8,46,0,43064,22310,22310,0,230.71,52517,23011,0.889,33,0.0014,NA,0,0,1,1,0,0,0
1,"App ID-174608","2015 Fall",21,3.33,37,0,43064,0,0,0,2.66,41554,31233,0.8977,362,0.0116,NA,0,0,1,1,0,0,0
0,"App ID-174622","2015 Fall",16,2.96,79,0,41484,21180,17180,46484,1205.17,70625,24127,0.6689,NA,NA,NA,1,0,0,1,0,0,0
0,"App ID-174624","2015 Fall",20,3.24,40,0,NA,0,0,0,105.2,52396,1429,0.9146,10,0.007,56,0,1,0,0,0,0,0
0,"App ID-174626","2016 Fall",26,3.38,67,0,44668,28404,21980,38910,113.04,44011,2634,0.9582,7,0.0027,205,1,0,0,0,0,0,0
0,"App ID-174636","2016 Fall",23,3.67,85,0,NA,0,0,0,113.04,44011,2634,0.9582,7,0.0027,205,0,0,0,0,0,0,0
0,"App ID-174649","2015 Fall",22,3.99,92,0,NA,0,0,0,167.08,52425,8836,0.9694,8,9e-04,436,0,0,0,1,0,0,0
1,"App ID-174656","2015 Fall",0,2.69,0,0,43064,10000,10000,0,1451.94,90876,22664,0.9024,NA,NA,NA,0,0,1,1,0,0,0
0,"App ID-174657","2015 Fall",17,3.65,51,0,NA,0,0,0,84.84,40948,4386,0.9624,13,0.003,163,0,0,1,0,0,0,0
0,"App ID-174695","2015 Fall",0,3.69,0,0,41484,20500,20500,24465,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-174698","2015 Fall",23,3.82,84,0,43064,27762,21410,41175,198.31,90286,9991,0.944,9,9e-04,NA,1,0,0,1,0,0,0
0,"App ID-174699","2015 Fall",28,4,99,0,43064,0,0,45816,286.1,83247,22792,0.8731,56,0.0025,NA,0,0,0,1,0,0,0
0,"App ID-174703","2015 Fall",22,3.5,82,0,NA,0,0,0,240.28,47428,7087,0.9681,7,0.001,308,0,0,0,0,0,0,0
1,"App ID-174705","2015 Fall",30,3.82,88,0,43064,29104,20220,38142,186.59,76504,36989,0.9383,82,0.0022,NA,1,1,0,0,0,0,0
0,"App ID-174706","2015 Fall",23,2.89,0,0,41484,7500,7500,0,207.49,78141,25954,0.9145,86,0.0033,NA,0,1,0,1,0,0,0
1,"App ID-174708","2015 Fall",0,3.33,64,0,43064,23540,23540,36723,1085.35,60625,36969,0.8194,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-174709","2015 Fall",0,3.13,47,0,41484,23500,19500,46484,963.98,62647,30757,0.8971,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-174714","2015 Fall",24,3.6,71,0,NA,0,0,0,192.27,99016,13932,0.9427,34,0.0024,1626,0,0,0,0,0,0,0
0,"App ID-174715","2015 Fall",29,2.6,0,0,NA,0,0,0,504.21,51732,13686,0.8145,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-174721","2015 Fall",29,3.55,0,0,41484,16000,16000,0,213.02,79660,25780,0.8702,105,0.0041,1671,0,1,0,1,0,0,1
0,"App ID-174722","2015 Fall",25,3.27,52,0,43064,0,0,42226,147.88,64668,8021,0.99,29,0.0036,742,0,0,0,0,0,0,1
0,"App ID-174724","2015 Fall",25,3.34,0,0,43064,15000,15000,10929,226.85,63350,21794,0.842,43,0.002,NA,0,0,0,0,1,0,0
0,"App ID-174725","2015 Fall",24,3.55,77,0,43064,0,0,44127,99.81,47772,33463,0.856,122,0.0036,1145,0,0,1,1,0,1,1
1,"App ID-174730","2015 Fall",29,3.77,78,0,43064,31765,26640,45315,233,82120,31257,0.951,40,0.0013,NA,1,0,0,1,0,0,0
1,"App ID-174732","2015 Fall",24,2.9,59,0,43064,7500,7500,0,204.35,44531,29623,0.6639,47,0.0016,1468,1,0,0,1,0,1,1
0,"App ID-174733","2015 Fall",24,3.84,87,0,41484,19000,19000,25844,686.49,51109,32666,0.9381,32,0.001,NA,1,1,0,0,0,0,0
0,"App ID-174734","2015 Fall",28,4,92,0,NA,0,0,0,140.08,44556,1120,0.9661,7,0.0062,44,0,0,1,0,0,0,1
0,"App ID-174735","2015 Fall",26,3.93,96,0,NA,0,0,0,NA,112873,17192,0.6831,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-174740","2016 Fall",21,3.38,62,0,44668,22400,22400,32625,214.89,97856,26405,0.8247,65,0.0025,NA,0,0,0,0,0,0,0
1,"App ID-174746","2015 Fall",23,3.28,60,0,41484,27865,20180,41911,0.64,53139,41737,0.9084,951,0.0228,NA,0,0,0,1,0,0,1
1,"App ID-174751","2015 Fall",29,3.37,45,0,43064,20670,20670,29971,194.95,59908,23664,0.9264,44,0.0019,NA,1,0,0,0,0,0,0
0,"App ID-174756","2015 Fall",25,3.12,42,0,NA,0,0,0,59.25,57331,6338,0.9432,76,0.012,158,0,0,0,0,0,0,0
0,"App ID-174759","2015 Fall",19,3.26,85,0,43064,0,0,44480,1233.37,52371,33920,0.7627,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-174762","2015 Fall",26,3.44,65,0,NA,0,0,0,194.35,47055,9502,0.9631,10,0.0011,395,0,0,0,0,0,0,0
0,"App ID-174764","2015 Fall",23,3.62,72,0,NA,0,0,0,231.24,59167,31844,0.9025,52,0.0016,NA,0,0,0,1,0,0,0
0,"App ID-174766","2015 Fall",20,3.46,68,0,NA,0,0,0,232.99,60901,19879,0.9005,21,0.0011,NA,0,0,0,1,0,0,0
0,"App ID-174768","2015 Fall",24,3.18,58,0,43064,0,0,42286,337.15,60889,7489,0.9872,6,8e-04,475,0,0,0,0,0,0,0
0,"App ID-174770","2015 Fall",21,3.74,82,0,NA,0,0,0,217.99,70106,38611,0.9219,74,0.0019,2257,0,0,1,0,0,0,0
0,"App ID-174771","2015 Fall",0,3,67,0,NA,0,0,0,1360.37,57124,38204,0.7923,NA,NA,1638,0,0,0,1,1,0,0
0,"App ID-174772","2015 Fall",21,3.5,83,0,43064,22898,14500,46054,205.9,42771,27137,0.5085,19,7e-04,1468,0,0,0,0,1,0,0
0,"App ID-174773","2015 Fall",24,3.67,86,0,43064,0,0,46195,220.11,52092,32153,0.7625,32,0.001,1671,0,0,0,1,1,0,1
1,"App ID-174781","2015 Fall",28,4,99,0,43064,24000,24000,29199,37.95,49727,5149,0.8679,79,0.0153,266,0,1,0,1,0,0,0
0,"App ID-174782","2015 Fall",23,3.59,61,0,NA,0,0,0,10.18,89458,3858,0.987,54,0.014,576,0,0,0,1,0,0,0
1,"App ID-174786","2015 Fall",19,3.17,45,0,43064,16720,16720,23895,157.23,54271,3259,0.973,2,6e-04,215,1,0,1,0,0,0,0
1,"App ID-174787","2015 Fall",30,3.73,81,0,43064,31443,17500,46054,184.7,60684,4518,0.9533,9,0.002,1626,0,0,0,1,0,0,0
0,"App ID-174790","2015 Fall",18,3.13,0,0,NA,0,0,0,73.7,49018,36448,0.906,163,0.0045,NA,0,0,0,1,0,0,0
0,"App ID-174791","2015 Fall",23,3.3,78,0,43064,22590,22590,20131,202.22,59304,33945,0.8567,51,0.0015,2120,0,0,0,1,1,0,0
0,"App ID-174805","2015 Fall",22,3.56,64,0,NA,0,0,0,2.66,41554,31233,0.8977,362,0.0116,1671,0,0,0,1,0,0,0
0,"App ID-174806","2015 Fall",25,3.24,60,0,NA,0,0,0,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,0,1,0,0,0
0,"App ID-174809","2015 Fall",24,2.84,49,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,1,0,0,0
0,"App ID-174810","2015 Fall",27,3.57,80,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,1,0,0,0
0,"App ID-174812","2015 Fall",25,3.73,80,0,NA,0,0,0,58.62,53655,8032,0.9412,23,0.0029,1087,0,0,0,1,0,0,0
0,"App ID-174814","2015 Fall",24,3.82,76,0,NA,0,0,0,80.45,55183,2700,0.9748,7,0.0026,480,0,0,0,1,0,0,0
0,"App ID-174820","2015 Fall",22,3.14,57,0,NA,0,0,0,68.68,46500,229,0.9694,4,0.0175,NA,0,0,0,1,0,0,0
0,"App ID-174821","2015 Fall",21,2.73,29,0,NA,0,0,0,75.27,55785,1510,0.994,2,0.0013,NA,0,1,0,1,0,0,0
0,"App ID-174822","2015 Fall",29,3.92,88,0,NA,0,0,0,194.95,59908,23664,0.9264,44,0.0019,NA,0,1,0,1,0,0,0
0,"App ID-174823","2015 Fall",20,3.28,40,0,43064,18470,18470,0,189.02,77425,28439,0.9275,142,0.005,NA,0,0,0,1,0,0,0
1,"App ID-174824","2015 Fall",21,3.01,25,0,41484,10500,10500,0,188.13,72500,699,0.9928,2,0.0029,NA,0,0,0,1,0,0,0
0,"App ID-174825","2015 Fall",20,3.56,89,0,NA,0,0,0,277.29,100250,321,1,NA,NA,374,0,0,0,1,0,0,0
0,"App ID-174829","2015 Fall",28,4,99,0,NA,0,0,0,189.65,58012,25540,0.8952,55,0.0022,NA,0,1,0,1,0,0,0
1,"App ID-174833","2015 Fall",23,3.54,0,0,43064,24980,24980,0,73.7,49018,36448,0.906,163,0.0045,NA,0,0,0,1,0,0,0
0,"App ID-174834","2015 Fall",24,3.56,60,0,NA,0,0,0,55.3,78250,219,1,1,0.0046,NA,0,0,0,1,0,0,0
0,"App ID-174835","2015 Fall",25,3.46,0,0,NA,0,0,0,111.59,47873,5356,0.885,19,0.0035,890,0,0,0,1,0,0,0
0,"App ID-174984","2015 Fall",22,3.06,49,0,NA,0,0,0,258.13,52069,18423,0.9392,36,0.002,809,0,0,0,0,0,0,0
0,"App ID-174989","2015 Fall",21,3.5,0,0,NA,0,0,0,73.7,49018,36448,0.906,163,0.0045,NA,0,0,0,0,0,0,0
0,"App ID-174992","2015 Fall",24,3.48,54,0,NA,0,0,0,284.04,70886,23643,0.9252,35,0.0015,NA,0,1,0,1,0,0,0
0,"App ID-174993","2015 Fall",21,3.64,82,0,NA,0,0,0,63.37,51288,9464,0.8836,40,0.0042,365,0,0,0,0,0,0,0
0,"App ID-174995","2015 Fall",22,3.51,84,0,43064,0,0,0,681.91,49156,30862,0.7951,2,1e-04,NA,0,0,0,0,0,0,0
1,"App ID-175050","2016 Fall",26,3.51,77,0,44668,17500,17500,11738,137.04,55156,1388,0.9575,3,0.0022,NA,0,0,0,0,0,1,1
0,"App ID-175058","2015 Fall",17,3.42,79,0,NA,0,0,0,221.54,43127,56467,0.4714,37,7e-04,NA,0,0,0,0,1,0,0
0,"App ID-175060","2015 Fall",23,3.51,67,0,NA,0,0,0,230.79,49155,14363,0.7527,17,0.0012,NA,0,0,0,1,0,0,0
0,"App ID-175062","2015 Fall",17,3.14,73,0,43064,0,0,46484,0.64,53139,41737,0.9084,951,0.0228,NA,0,0,0,0,1,0,0
0,"App ID-175085","2015 Fall",0,3.98,0,0,NA,0,0,0,1222.12,46622,27545,0.961,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-175086","2015 Fall",0,3.98,0,0,NA,0,0,0,1222.12,46622,27545,0.961,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-175102","2015 Fall",21,3.46,66,0,43064,21488,17880,0,0.64,53139,41737,0.9084,951,0.0228,NA,1,0,0,0,0,0,0
0,"App ID-175106","2015 Fall",26,3.88,88,0,43064,25210,25210,35518,291.77,52310,31938,0.9577,7,2e-04,NA,1,0,0,1,0,0,0
0,"App ID-175107","2015 Fall",29,3.72,95,0,NA,0,0,0,207.77,54401,30566,0.7477,40,0.0013,2120,1,0,0,1,0,0,0
0,"App ID-175114","2015 Fall",26,3.39,67,0,41484,22050,22050,33925,119.13,50685,7500,0.9779,31,0.0041,427,0,1,0,1,0,1,1
0,"App ID-175116","2015 Fall",0,3.35,86,0,41484,15500,15500,16917,NA,101453,18663,0.8668,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-175117","2015 Fall",34,4,99,0,43064,20000,20000,0,203.16,87208,12892,0.8802,69,0.0054,1789,0,1,1,0,0,0,0
1,"App ID-175118","2015 Fall",22,3.26,60,0,41484,29935,20160,46484,1225.03,61754,44606,0.7622,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-175123","2015 Fall",23,3.72,75,0,NA,0,0,0,248.29,78929,1126,0.9654,2,0.0018,230,0,0,0,1,0,1,1
0,"App ID-175124","2015 Fall",20,2.86,43,0,NA,0,0,0,228.11,102695,2739,0.9566,2,7e-04,1111,0,0,0,1,0,0,0
0,"App ID-175879","2016 Fall",17,4.41,77,1,NA,0,0,0,NA,72573,36259,0.8468,NA,NA,NA,0,0,0,0,0,0,1
0,"App ID-175893","2016 Fall",19,3.52,0,1,NA,0,0,0,NA,32670,44277,0.7954,NA,NA,NA,0,0,0,0,1,0,1
1,"App ID-175909","2016 Fall",26,3.75,74,0,44668,19500,19500,21445,128.09,48178,29469,0.9582,105,0.0036,NA,1,0,0,0,0,1,1
0,"App ID-175974","2015 Fall",31,3.8,0,0,41484,16000,16000,0,221.03,97582,9075,0.9488,34,0.0037,1149,0,0,0,1,0,1,1
0,"App ID-175975","2015 Fall",18,3.92,84,0,NA,0,0,0,179.07,47049,6436,0.8996,10,0.0016,353,0,0,0,0,0,0,0
0,"App ID-175977","2015 Fall",30,3.9,0,0,43064,27920,24626,39185,217.44,64815,18470,0.8281,58,0.0031,NA,0,0,0,1,0,0,0
0,"App ID-175978","2015 Fall",27,4,96,0,43064,20310,20310,23080,209.41,48415,3185,0.9739,4,0.0013,186,0,1,0,0,0,0,0
0,"App ID-175992","2016 Fall",31,3.97,99,0,44668,22550,22550,23746,131.95,50455,1238,0.9612,7,0.0057,NA,0,0,1,0,0,0,0
0,"App ID-176049","2015 Fall",16,2.97,61,0,NA,0,0,0,210.4,30081,29284,0.1895,14,5e-04,NA,0,0,0,0,1,0,0
1,"App ID-176073","2016 Fall",25,2.79,45,0,44668,22300,22300,27878,41.9,48766,4073,0.9646,34,0.0083,261,0,0,1,1,0,1,1
0,"App ID-176142","2015 Fall",22,3.47,54,0,43064,24054,21930,37018,36.96,59375,1808,0.9253,23,0.0127,NA,0,0,0,1,0,0,0
1,"App ID-176146","2016 Fall",21,3.69,78,0,44668,18000,18000,3864,146.56,44891,9329,0.9756,16,0.0017,340,0,0,1,0,0,0,1
0,"App ID-176177","2016 Fall",26,3.59,59,1,44668,18400,18400,19377,1151,122886,14167,0.8794,NA,NA,NA,0,0,1,0,0,1,1
1,"App ID-176188","2016 Fall",28,3.34,83,0,44668,19000,19000,0,1161.86,70359,50696,0.8066,NA,NA,NA,0,0,1,0,0,1,1
0,"App ID-176232","2016 Fall",0,2.82,0,1,44668,14500,14500,0,1184,103086,60920,0.6433,NA,NA,NA,0,0,1,1,0,0,1
1,"App ID-176335","2016 Fall",26,4,99,0,NA,0,0,0,3.65,66172,31429,0.9349,607,0.0193,NA,1,1,1,0,0,1,1
0,"App ID-176360","2016 Fall",21,3.92,87,0,NA,0,0,0,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,1,0,0,1,1
1,"App ID-176361","2016 Fall",27,3.96,87,0,44668,19000,19000,0,117.03,53818,7935,0.9442,29,0.0037,NA,1,0,1,0,0,1,1
