"Final.Status","ID","Year","ACT","GPA","HS.Percentile","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
0,"App ID-123159","2015 Fall",33,4,0,0,NA,0,0,0,203.14,80714,21123,0.8779,88,0.0042,3060,1,0,0,0,0,0,0
0,"App ID-123242","2015 Fall",28,3.94,92,0,43064,22500,22500,30454,154.63,46796,20242,0.961,61,0.003,947,0,1,0,1,0,0,0
0,"App ID-123255","2015 Fall",22,3.84,83,0,NA,0,0,0,150.29,41250,1395,0.9627,2,0.0014,74,0,1,0,0,0,0,0
1,"App ID-123256","2015 Fall",31,3.98,95,0,41484,20500,20500,16163,176.95,35000,933,0.9893,NA,NA,634,1,0,0,0,0,1,1
1,"App ID-123373","2015 Fall",25,3.75,81,0,43064,19000,19000,17206,283.49,65126,53242,0.8189,111,0.0021,512,0,0,1,1,0,0,0
1,"App ID-123446","2015 Fall",30,3.48,0,0,43064,29519,20000,44120,229.64,46354,47040,0.9093,56,0.0012,784,1,0,0,0,0,0,0
1,"App ID-123450","2015 Fall",28,3.79,85,0,43064,31437,21710,44227,227.8,57415,14305,0.9438,30,0.0021,1007,0,0,0,0,0,0,0
0,"App ID-123453","2015 Fall",31,3.93,98,0,NA,0,0,0,276.3,40037,21084,0.9429,36,0.0017,979,1,1,0,0,0,1,1
0,"App ID-123488","2015 Fall",31,3.92,90,0,NA,0,0,0,226.27,62276,3918,0.9788,3,8e-04,NA,1,0,0,0,0,0,0
1,"App ID-123497","2015 Fall",27,3.7,79,0,41484,20390,20390,24573,221.58,71803,12123,0.9795,16,0.0013,1111,0,0,0,0,0,0,0
0,"App ID-123514","2015 Fall",34,3.99,99,0,43064,21000,21000,0,221.13,61356,13875,0.9163,40,0.0029,NA,1,0,0,0,0,0,0
0,"App ID-123515","2015 Fall",31,3.95,99,0,NA,0,0,0,221.13,61356,13875,0.9163,40,0.0029,NA,0,0,0,1,0,0,0
0,"App ID-123576","2015 Fall",25,3.93,91,0,41484,21250,21250,27406,146.11,46132,22990,0.8633,137,0.006,NA,0,0,0,1,0,1,1
0,"App ID-123578","2015 Fall",26,3.93,93,0,NA,0,0,0,146.11,46132,22990,0.8633,137,0.006,NA,0,0,0,0,0,1,1
0,"App ID-123592","2015 Fall",34,4,99,0,41484,17000,17000,11350,150.01,47209,3149,0.9879,16,0.0051,157,0,0,0,0,0,0,0
1,"App ID-123596","2015 Fall",25,3.97,99,0,43064,28979,18380,41374,93.4,46458,790,0.9785,4,0.0051,38,1,1,0,0,0,0,1
1,"App ID-123662","2015 Fall",22,3.87,89,0,43064,18000,18000,21472,153.42,53951,3824,0.8583,21,0.0055,NA,1,0,0,0,0,0,0
0,"App ID-123676","2016 Fall",25,3.28,67,1,NA,0,0,0,127.96,43542,768,0.7643,13,0.0169,NA,0,1,1,1,0,1,1
1,"App ID-123687","2015 Fall",21,3.73,80,0,43064,17720,17720,22726,136.7,61131,4825,0.9838,36,0.0075,446,0,1,0,1,0,0,0
0,"App ID-123704","2016 Fall",31,3.86,98,1,44668,18500,18500,0,152.83,52693,32895,0.849,64,0.0019,NA,0,1,0,0,0,1,1
0,"App ID-123705","2015 Fall",25,3.98,97,0,NA,0,0,0,149.24,75050,17801,0.9389,94,0.0053,NA,1,0,0,0,0,0,0
0,"App ID-123716","2015 Fall",31,3.73,78,0,NA,0,0,0,134.38,57604,5152,0.987,5,0.001,NA,0,0,0,0,0,0,0
0,"App ID-123718","2015 Fall",25,3.76,81,0,41484,25956,22090,38654,152.83,52693,32895,0.849,64,0.0019,NA,0,0,0,0,0,0,1
0,"App ID-123724","2016 Fall",27,3.19,48,1,44668,16500,16500,6278,94.45,51867,24208,0.9752,221,0.0091,1126,0,1,0,1,0,0,1
1,"App ID-123725","2015 Fall",23,3.9,92,0,43064,27538,21740,40267,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,0,0,0,0,0
1,"App ID-123726","2015 Fall",21,3.91,75,0,43064,18000,18000,0,94.45,51867,24208,0.9752,221,0.0091,1126,1,0,1,0,1,0,0
0,"App ID-123730","2015 Fall",31,3.71,78,0,43064,18820,18820,20918,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,0,1,0,0,0
0,"App ID-123736","2015 Fall",30,3.99,99,0,NA,0,0,0,69.59,53875,1208,0.9843,8,0.0066,130,0,0,0,0,0,0,0
1,"App ID-123744","2015 Fall",24,3.35,50,0,43064,30523,15190,46054,137.42,59236,1323,0.997,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-123754","2015 Fall",28,3.51,62,0,43064,15500,15500,0,147.88,64668,8021,0.99,29,0.0036,742,0,0,1,1,0,0,0
1,"App ID-123804","2015 Fall",19,2.72,31,0,43064,19680,19680,0,174.31,51012,3284,0.9781,2,6e-04,155,0,0,0,0,0,0,0
1,"App ID-123870","2015 Fall",23,3.64,79,0,NA,0,0,0,146.11,66384,6557,0.9754,18,0.0027,1078,0,1,1,1,0,0,0
1,"App ID-123873","2015 Fall",30,3.76,83,0,43064,17500,17500,8629,146.11,66384,6557,0.9754,18,0.0027,1078,0,0,0,0,0,1,1
1,"App ID-123874","2015 Fall",27,4,98,0,43064,24910,22940,33868,146.11,66384,6557,0.9754,18,0.0027,1078,1,0,0,0,0,0,1
0,"App ID-123881","2016 Fall",21,3.17,49,1,NA,0,0,0,150.68,40417,609,0.6929,NA,NA,742,0,0,0,0,0,0,0
0,"App ID-123890","2015 Fall",28,3.89,91,0,NA,0,0,0,137.65,63906,378,0.9497,NA,NA,NA,0,1,0,0,0,0,0
1,"App ID-123898","2015 Fall",29,3.92,0,0,41484,25614,20560,35106,149.24,75050,17801,0.9389,94,0.0053,NA,1,1,0,0,0,0,0
1,"App ID-123908","2015 Fall",17,3.53,77,0,41484,10500,10500,0,152.83,54983,16440,0.9509,28,0.0017,436,0,0,0,0,0,0,1
0,"App ID-123917","2015 Fall",26,3.95,99,0,NA,0,0,0,151.66,40370,6671,0.8174,5,7e-04,NA,0,0,1,0,0,0,0
1,"App ID-123921","2015 Fall",28,3.37,0,0,43064,43607,34450,44023,128.09,48178,29469,0.9582,105,0.0036,NA,1,0,0,1,0,0,0
0,"App ID-123931","2015 Fall",19,3.46,0,0,NA,0,0,0,128.09,48178,29469,0.9582,105,0.0036,NA,0,1,0,0,0,0,0
0,"App ID-124042","2015 Fall",16,3.34,57,0,NA,0,0,0,80.65,45168,10522,0.9699,74,0.007,405,1,0,1,0,0,0,0
0,"App ID-124115","2015 Fall",22,3.38,53,0,NA,0,0,0,99.77,39835,4806,0.97,30,0.0062,372,1,1,0,0,1,0,1
1,"App ID-124116","2016 Fall",23,3.59,81,0,44668,29601,16500,47758,99.77,39835,4806,0.97,30,0.0062,126,0,0,0,1,0,0,1
1,"App ID-124124","2015 Fall",28,3.88,88,0,43064,31819,19010,44370,82.44,38344,6794,0.9703,40,0.0059,111,1,0,0,0,1,0,0
1,"App ID-124137","2016 Fall",27,2.66,29,1,44668,0,0,31854,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,0,0,0,0
0,"App ID-124145","2015 Fall",20,3.82,78,0,NA,0,0,0,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,1,0,0,0
1,"App ID-124150","2015 Fall",23,3.59,67,0,43064,20000,20000,27594,22.18,59565,3706,0.9617,48,0.013,223,0,0,0,0,0,0,1
0,"App ID-124156","2015 Fall",17,3.24,61,0,NA,0,0,0,41.9,48766,4073,0.9646,34,0.0083,261,0,0,0,0,0,0,0
1,"App ID-124163","2015 Fall",19,3.27,64,0,43064,14470,14470,20681,51.5,51971,1604,0.985,11,0.0069,266,0,1,1,1,0,0,1
0,"App ID-124165","2015 Fall",21,3.27,60,0,43064,10500,10500,7957,3.12,45753,4104,0.9423,58,0.0141,NA,0,0,0,1,0,0,0
1,"App ID-124181","2015 Fall",24,3.2,36,0,43064,29723,14390,0,46.86,57083,273,0.9744,NA,NA,59,0,0,0,0,0,0,0
0,"App ID-124190","2015 Fall",30,3.81,0,0,43064,22500,22500,26041,8.81,75000,2908,0.9409,25,0.0086,NA,1,1,0,1,0,0,0
1,"App ID-124253","2015 Fall",22,3.85,85,0,43064,6172,3000,5722,23.73,52500,395,1,6,0.0152,NA,0,0,1,0,0,0,1
0,"App ID-124256","2015 Fall",26,3.91,82,0,41484,26690,20950,43487,32.32,60430,2595,0.9738,41,0.0158,NA,0,1,1,1,0,0,0
0,"App ID-124261","2016 Fall",26,3.84,87,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
1,"App ID-124268","2015 Fall",26,3.96,86,0,43064,3525,3525,12172,0.64,53139,41737,0.9084,951,0.0228,NA,0,1,0,1,0,0,1
0,"App ID-124269","2015 Fall",24,3.63,72,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,NA,0,0,0,0,0,0,1
1,"App ID-124273","2016 Fall",22,3.3,55,0,44668,2000,2000,0,0.64,53139,41737,0.9084,951,0.0228,1356,1,0,1,0,0,1,1
1,"App ID-124289","2015 Fall",26,4,99,0,43064,22292,18770,31017,66.18,49514,1684,0.9697,10,0.0059,158,0,0,1,1,0,0,0
1,"App ID-124292","2015 Fall",35,3.98,97,0,43064,21370,21370,22498,37.95,49727,5149,0.8679,79,0.0153,NA,0,1,0,0,0,1,1
1,"App ID-124342","2016 Fall",25,3.25,57,1,44668,29601,14500,47758,99.81,47772,33463,0.856,122,0.0036,1145,0,0,1,0,1,1,1
0,"App ID-124349","2015 Fall",25,3.66,85,0,43064,15500,15500,0,99.81,47772,33463,0.856,122,0.0036,1145,1,0,0,0,0,1,1
0,"App ID-124353","2015 Fall",21,2.84,50,0,NA,0,0,0,98,NA,NA,NA,1,NA,1145,1,0,0,0,0,0,0
0,"App ID-124355","2015 Fall",32,3.67,88,0,NA,0,0,0,99.81,47772,33463,0.856,122,0.0036,1145,0,0,1,0,0,1,1
0,"App ID-124375","2015 Fall",28,3.96,0,0,41484,22000,22000,0,156.07,39821,1567,0.9496,4,0.0026,NA,1,1,0,0,0,0,0
0,"App ID-124445","2015 Fall",22,3.88,81,0,NA,0,0,0,195.76,43333,9785,0.9481,7,7e-04,NA,0,0,0,0,0,0,1
0,"App ID-124460","2015 Fall",27,3.98,90,0,43064,16500,16500,15480,101.49,49875,893,0.9978,7,0.0078,NA,0,0,0,0,0,0,0
1,"App ID-124461","2015 Fall",31,4,99,0,43064,17500,17500,3151,140.08,44556,1120,0.9661,7,0.0062,374,0,1,0,0,0,0,0
0,"App ID-124464","2015 Fall",22,3.16,48,0,NA,0,0,0,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,0,0,0,0,0
1,"App ID-124465","2015 Fall",32,3.98,95,0,43064,17500,17500,0,63.37,51288,9464,0.8836,40,0.0042,365,1,1,0,1,0,0,0
1,"App ID-124497","2015 Fall",24,3.8,84,0,43064,15500,15500,18584,140.9,57500,5552,0.9618,40,0.0072,374,0,1,0,0,0,1,1
1,"App ID-124512","2015 Fall",31,3.78,87,0,43064,27922,23450,38584,81.68,53036,530,0.9943,2,0.0038,NA,1,1,0,0,0,0,0
0,"App ID-124517","2015 Fall",22,3.29,69,0,NA,0,0,0,131.05,50750,432,0.9907,NA,NA,374,0,0,0,0,0,1,1
0,"App ID-124552","2015 Fall",24,3.84,69,0,43064,0,0,41486,223.53,70156,5353,0.9879,1,2e-04,NA,0,0,1,1,0,0,0
0,"App ID-124561","2015 Fall",24,3.9,89,0,NA,0,0,0,281.94,32694,12091,0.894,3,2e-04,NA,1,0,0,0,0,0,0
1,"App ID-124596","2015 Fall",25,3.48,66,0,43064,25050,25050,37624,234.01,88734,18729,0.9672,65,0.0035,NA,0,0,1,1,0,1,1
1,"App ID-124618","2015 Fall",24,3.12,0,0,43064,14850,14850,21218,109.37,63667,1130,0.9938,2,0.0018,183,0,0,0,1,0,0,0
1,"App ID-124620","2015 Fall",29,3.94,93,0,43064,27120,27120,38201,113.69,49145,4526,0.9695,10,0.0022,NA,0,1,0,1,0,0,1
0,"App ID-124622","2015 Fall",26,3.68,80,0,43064,23690,19690,46054,244.04,58200,16574,0.852,11,7e-04,NA,0,0,0,0,0,0,0
1,"App ID-124626","2015 Fall",28,3.69,72,0,43064,17500,17500,11021,113.69,49145,4526,0.9695,10,0.0022,NA,0,1,1,1,0,1,1
1,"App ID-124642","2015 Fall",31,3.86,87,0,43064,18500,18500,0,111.67,36337,2735,0.9792,4,0.0015,NA,0,0,1,1,0,0,0
0,"App ID-124742","2015 Fall",20,3.49,65,0,NA,0,0,0,116.55,67232,2227,0.9335,1,4e-04,NA,0,1,0,0,0,0,1
0,"App ID-124749","2015 Fall",28,3.95,97,0,NA,0,0,0,366.47,39598,44046,0.7629,14,3e-04,NA,0,0,0,0,0,1,1
0,"App ID-124751","2015 Fall",34,4,0,0,NA,0,0,0,366.47,39598,44046,0.7629,14,3e-04,NA,1,0,1,0,0,0,0
0,"App ID-124755","2015 Fall",25,3.75,77,0,NA,0,0,0,369.93,67758,34752,0.8954,38,0.0011,NA,1,0,0,1,0,1,1
0,"App ID-124784","2015 Fall",0,3.75,64,0,43064,18370,15500,23557,39.62,55219,2441,0.9853,24,0.0098,404,0,0,0,1,0,0,0
0,"App ID-124789","2015 Fall",25,3.99,99,0,NA,0,0,0,52.5,53992,2987,0.9779,14,0.0047,624,0,1,0,0,0,0,0
1,"App ID-124794","2015 Fall",26,3.54,42,0,NA,0,0,0,44.49,65909,533,0.9944,9,0.0169,NA,0,0,1,1,0,0,1
1,"App ID-124801","2016 Fall",21,3.94,86,1,44668,0,0,46672,28.87,70357,632,1,16,0.0253,NA,0,1,1,0,0,1,1
0,"App ID-124808","2015 Fall",28,3.88,97,0,NA,0,0,0,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,0,0,0,1,1
1,"App ID-124816","2015 Fall",27,4,99,0,NA,0,0,0,2.66,41554,31233,0.8977,362,0.0116,1671,1,0,0,0,0,1,1
1,"App ID-124831","2015 Fall",26,3.82,94,0,43064,31315,18540,46054,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,1,0,0
1,"App ID-124836","2015 Fall",29,3.78,92,0,41484,3525,3525,19297,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,1,0,0,0,0
0,"App ID-124838","2015 Fall",30,3.64,60,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,1,0,0,0,0,0,1
1,"App ID-124839","2015 Fall",34,3.91,94,0,43064,26780,26780,36196,2.52,42616,48506,0.8627,521,0.0107,NA,1,0,0,0,0,0,0
1,"App ID-124843","2015 Fall",28,3.59,86,0,43064,28175,25150,43349,2.52,42616,48506,0.8627,521,0.0107,NA,1,0,0,0,0,1,1
1,"App ID-124849","2015 Fall",17,2.5,36,0,43064,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,1,1,0,1,1
1,"App ID-124851","2015 Fall",22,3.86,82,0,43064,21660,18660,24293,3.65,66172,31429,0.9349,607,0.0193,1671,0,1,0,0,0,1,1
1,"App ID-124856","2015 Fall",25,3.9,95,0,43064,29955,23130,44235,3.65,66172,31429,0.9349,607,0.0193,6335,1,1,0,0,1,0,0
1,"App ID-124865","2015 Fall",25,3.79,79,0,43064,17500,17500,7114,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,1,0,0,0
0,"App ID-124866","2015 Fall",27,4,99,0,43064,21000,21000,14565,3.65,66172,31429,0.9349,607,0.0193,NA,1,0,0,0,0,1,1
0,"App ID-124874","2016 Fall",29,3.96,0,0,44668,17000,17000,0,73.7,49018,36448,0.906,163,0.0045,NA,0,1,1,0,0,0,1
0,"App ID-124886","2015 Fall",32,3.76,99,0,NA,0,0,0,138.19,51656,2337,0.9542,4,0.0017,392,0,1,0,1,0,0,0
0,"App ID-124950","2015 Fall",19,3.5,76,0,NA,0,0,0,82.79,52411,2302,0.95,7,0.003,460,0,0,0,1,0,0,0
0,"App ID-124981","2015 Fall",27,3.73,82,0,43064,26480,26480,37840,182.78,41357,3912,0.9363,9,0.0023,571,0,0,1,1,0,1,1
0,"App ID-124998","2015 Fall",26,3.92,84,0,NA,0,0,0,80.45,55183,2700,0.9748,7,0.0026,480,0,0,0,0,0,1,1
0,"App ID-124999","2015 Fall",34,4,99,0,NA,0,0,0,80.45,55183,2700,0.9748,7,0.0026,480,0,0,0,0,0,0,0
1,"App ID-125001","2015 Fall",20,3.76,81,0,43064,26300,26300,34906,80.45,55183,2700,0.9748,7,0.0026,480,0,1,0,0,0,1,1
0,"App ID-125009","2015 Fall",32,3.96,99,0,NA,0,0,0,189.02,77425,28439,0.9275,142,0.005,NA,0,0,0,0,0,0,1
1,"App ID-125011","2015 Fall",21,2.89,31,0,43064,22190,22190,34680,189.73,57549,28730,0.9447,94,0.0033,10914,1,0,0,0,0,0,0
0,"App ID-125029","2015 Fall",25,3.79,0,0,NA,0,0,0,189.65,58012,25540,0.8952,55,0.0022,NA,0,0,0,0,0,0,0
0,"App ID-125032","2015 Fall",30,3.98,99,0,43064,0,0,43923,189.65,58012,25540,0.8952,55,0.0022,10914,1,0,1,1,0,0,1
1,"App ID-125042","2015 Fall",23,3.02,50,0,41484,28525,23500,45287,230.44,74441,3657,0.9467,3,8e-04,588,0,0,0,1,1,0,0
0,"App ID-125043","2015 Fall",27,3.98,90,0,NA,0,0,0,230.44,74441,3657,0.9467,3,8e-04,588,0,0,0,1,0,0,1
0,"App ID-125050","2015 Fall",20,2.77,36,0,NA,0,0,0,230.44,74441,3657,0.9467,3,8e-04,588,0,0,0,1,0,0,0
0,"App ID-125072","2015 Fall",23,3.29,78,0,NA,0,0,0,283.63,78839,1591,0.9019,1,6e-04,374,0,0,0,1,0,0,0
0,"App ID-125073","2015 Fall",24,3.82,99,0,NA,0,0,0,306.48,71429,592,0.9358,1,0.0017,139,0,0,0,0,1,0,1
0,"App ID-125080","2015 Fall",21,3.63,85,0,41484,20000,20000,27043,231.24,59167,31844,0.9025,52,0.0016,NA,0,0,0,1,0,0,0
0,"App ID-125112","2015 Fall",21,3.96,90,0,NA,0,0,0,232.99,60901,19879,0.9005,21,0.0011,NA,0,0,0,0,0,0,0
0,"App ID-125128","2015 Fall",19,3.44,43,0,NA,0,0,0,285.79,59821,558,0.9803,NA,NA,NA,0,0,0,0,0,1,1
0,"App ID-125129","2015 Fall",25,3.94,99,0,NA,0,0,0,312.38,43438,275,0.9564,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-125141","2015 Fall",27,3.95,91,0,NA,0,0,0,311.64,72500,4031,0.9625,10,0.0025,544,0,0,1,0,0,0,0
0,"App ID-125144","2016 Fall",18,3.51,62,1,NA,0,0,0,688.35,38388,930,0.9419,NA,NA,1656,0,0,0,0,0,0,1
0,"App ID-125256","2015 Fall",31,3.96,96,0,41484,22000,22000,10883,685.03,55487,27373,0.9171,23,8e-04,NA,1,0,0,1,0,0,0
0,"App ID-125257","2015 Fall",24,3.78,88,0,43064,0,0,37911,685.03,55487,27373,0.9171,23,8e-04,NA,0,0,0,1,0,0,0
1,"App ID-125291","2015 Fall",25,3.98,99,0,41484,30675,27550,43588,596.35,42500,9280,0.9658,12,0.0013,NA,1,1,0,0,0,0,1
0,"App ID-125329","2015 Fall",23,3.37,58,0,43064,0,0,43186,720.41,50941,29453,0.9302,32,0.0011,NA,0,0,0,0,1,0,0
0,"App ID-125348","2015 Fall",29,3.61,74,0,NA,0,0,0,686.49,51109,32666,0.9381,32,0.001,NA,1,0,0,0,0,0,1
0,"App ID-125350","2015 Fall",19,3.11,48,0,NA,0,0,0,686.49,51109,32666,0.9381,32,0.001,NA,0,0,0,0,0,0,0
0,"App ID-125387","2015 Fall",32,4,99,0,41484,25650,25650,34670,813.98,36713,31218,0.9125,23,7e-04,NA,1,0,0,0,0,0,0
1,"App ID-125426","2015 Fall",22,3.21,50,0,41484,27915,26390,46325,825.79,32990,13446,0.9446,16,0.0012,NA,0,0,0,0,1,0,1
0,"App ID-125520","2015 Fall",25,3.89,95,0,43064,0,0,46180,820.61,45163,49792,0.9537,44,9e-04,NA,0,0,0,0,0,0,0
0,"App ID-125534","2015 Fall",29,3.93,88,0,43064,0,0,41381,820.61,45163,49792,0.9537,44,9e-04,NA,0,0,0,0,0,0,0
0,"App ID-125551","2015 Fall",18,3.69,70,0,43064,24510,24510,41385,823.56,NA,NA,NA,2,NA,NA,0,0,1,1,0,0,0
1,"App ID-125573","2015 Fall",32,3.81,0,0,41484,23000,23000,17072,532.66,122789,44416,0.8681,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-125648","2015 Fall",21,3.46,84,0,41484,23780,23780,38364,541.99,57266,13271,0.8314,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-125787","2015 Fall",30,3.98,98,0,NA,0,0,0,303.68,42126,14899,0.626,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-125806","2015 Fall",25,3.88,91,0,41484,30065,20290,46254,805.16,32981,15330,0.889,NA,NA,NA,1,0,0,1,0,0,1
0,"App ID-125861","2016 Fall",16,3.3,71,1,NA,0,0,0,1155.96,52088,113451,0.8786,NA,NA,NA,0,1,0,1,0,0,1
0,"App ID-125941","2015 Fall",25,3.69,71,0,NA,0,0,0,650.29,107200,28764,0.8699,11,4e-04,NA,0,1,1,0,0,1,1
0,"App ID-126075","2015 Fall",20,2.98,45,0,NA,0,0,0,678.38,90596,38320,0.8603,7,2e-04,NA,0,0,0,0,0,0,0
0,"App ID-126095","2016 Fall",31,4.13,89,1,NA,0,0,0,NA,113503,5975,0.811,4,7e-04,NA,0,0,0,1,0,1,1
0,"App ID-126104","2015 Fall",30,3.99,99,0,41484,23960,23960,34235,807.55,43986,22235,0.9099,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-126172","2015 Fall",22,2.68,37,0,NA,0,0,0,NA,90451,39678,0.7491,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-126192","2014 Fall",22,3.13,31,0,41484,10360,10360,12305,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,0,0
0,"App ID-126196","2014 Fall",27,3.6,NA,0,41484,13500,13500,2537,187.74,64940,2333,0.9884,4,0.0017,236,1,0,0,1,0,0,0
0,"App ID-126204","2014 Fall",19,3.47,NA,0,NA,0,0,0,203.09,60559,3400,0.9459,4,0.0012,132,0,0,0,0,0,0,0
0,"App ID-126207","2014 Fall",22,3.49,NA,0,41484,0,0,44213,189.65,58012,25540,0.8952,55,0.0022,NA,0,1,0,1,1,0,0
0,"App ID-126224","2014 Fall",34,4,NA,0,41484,23768,22830,33013,113.91,47917,1454,0.9862,2,0.0014,200,0,0,0,1,0,0,0
1,"App ID-126225","2015 Fall",27,3.98,99,0,41484,26386,21240,35793,85.15,61042,1255,0.9857,8,0.0064,63,1,1,0,0,0,0,1
1,"App ID-126229","2015 Fall",21,3.47,65,0,NA,0,0,0,97.23,51786,6955,0.9159,34,0.0049,NA,1,0,1,0,0,0,1
0,"App ID-126234","2014 Fall",27,3.56,NA,0,41484,13500,13500,13574,501.02,74407,31994,0.9254,1,0,NA,1,0,0,0,0,0,0
1,"App ID-126383","2015 Fall",28,3.9,82,0,43064,27918,20300,38605,140.89,55396,5635,0.9886,22,0.0039,NA,0,1,0,0,0,0,1
0,"App ID-126390","2015 Fall",33,3.98,98,0,NA,0,0,0,229.79,53140,35856,0.8061,35,0.001,NA,1,0,1,0,0,0,0
0,"App ID-126391","2015 Fall",35,4,99,0,NA,0,0,0,45,55000,958,0.9833,3,0.0031,NA,0,0,0,0,0,0,0
0,"App ID-126403","2015 Fall",23,3.64,63,0,NA,0,0,0,221.13,61356,13875,0.9163,40,0.0029,NA,0,0,0,0,0,0,0
0,"App ID-126404","2015 Fall",24,3.81,82,0,NA,0,0,0,221.13,61356,13875,0.9163,40,0.0029,NA,0,0,0,0,0,0,0
0,"App ID-126441","2015 Fall",19,3.3,50,0,NA,0,0,0,153.42,53951,3824,0.8583,21,0.0055,NA,0,1,0,0,0,0,0
1,"App ID-126449","2014 Fall",27,3.82,77,0,41484,0,0,38944,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,0,0
0,"App ID-126455","2014 Fall",30,3.58,NA,0,41484,50060,41140,44474,120.06,61854,5055,0.9589,20,0.004,NA,1,0,0,0,0,0,0
0,"App ID-126552","2014 Fall",21,3.64,NA,0,41484,0,0,38206,137.73,60035,3011,0.9738,NA,NA,NA,1,1,0,0,0,0,0
0,"App ID-126553","2014 Fall",20,3.15,NA,0,41484,0,0,43176,741.2,44502,8888,0.9491,1,1e-04,NA,0,1,0,1,0,0,0
0,"App ID-126558","2015 Fall",26,3.2,47,0,43064,20300,20300,31245,164.47,55662,1775,0.9572,12,0.0068,131,0,0,0,1,0,0,0
0,"App ID-126570","2015 Fall",21,3.47,72,0,43064,21740,21740,30060,189.24,55905,2596,0.9603,6,0.0023,109,0,0,1,0,0,0,0
0,"App ID-126573","2014 Fall",20,3.4,NA,0,NA,0,0,0,194.7,46188,3171,0.6339,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-126574","2015 Fall",31,2.71,0,0,41484,12500,12500,0,199.05,109465,34441,0.8556,155,0.0045,3060,0,0,0,1,0,0,0
0,"App ID-126624","2014 Fall",27,3.19,NA,0,NA,0,0,0,590.42,43450,2258,0.9305,7,0.0031,NA,1,0,0,0,0,0,0
0,"App ID-126625","2014 Fall",24,3.83,NA,0,NA,0,0,0,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,1,0,0,0
0,"App ID-126631","2015 Fall",30,3.97,92,0,NA,0,0,0,221.48,50838,4672,0.97,4,9e-04,NA,0,0,0,1,0,0,0
0,"App ID-126698","2014 Fall",25,3.54,NA,0,NA,0,0,0,111.59,47873,5356,0.885,19,0.0035,890,0,0,0,1,0,0,0
1,"App ID-126702","2014 Fall",25,3.82,92,0,41484,26942,21350,38361,206.71,94505,25784,0.8401,80,0.0031,NA,0,1,0,0,0,0,0
0,"App ID-126709","2014 Fall",26,3.73,NA,0,41484,13500,13500,10446,236.82,51142,8160,0.9664,4,5e-04,NA,0,0,0,0,0,0,0
0,"App ID-126710","2014 Fall",22,3.07,NA,0,NA,0,0,0,813.98,36713,31218,0.9125,23,7e-04,NA,0,1,0,1,0,0,0
0,"App ID-126714","2014 Fall",20,2.86,36,0,NA,0,0,0,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,0,0,0,0,0
0,"App ID-126715","2014 Fall",18,3.85,97,0,41484,29730,20810,44474,201.96,79639,10529,0.5045,14,0.0013,137,0,0,0,0,1,0,0
0,"App ID-126837","2014 Fall",20,3.14,41,0,NA,0,0,0,196.6,58218,7006,0.977,20,0.0029,498,0,0,0,0,0,0,0
1,"App ID-126839","2014 Fall",26,3.05,53,0,41484,24388,17250,40492,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,0,0,0,0,0
0,"App ID-126842","2014 Fall",31,3.58,NA,0,NA,0,0,0,332.18,86354,23009,0.9136,38,0.0017,2500,1,0,0,0,0,0,0
0,"App ID-126843","2014 Fall",24,3.9,NA,0,41484,0,0,0,149.24,75050,17801,0.9389,94,0.0053,NA,0,0,0,0,1,0,0
0,"App ID-126850","2014 Fall",0,3.6,86,0,41484,0,0,44674,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
0,"App ID-126855","2014 Fall",26,2.79,NA,0,41484,8830,8830,12999,213,118292,9002,0.8598,26,0.0029,2436,0,0,0,0,0,0,0
