"Year","Royal15","Summer","Countdown","Number.Campus.Visits.y","Award.Status","Total.Gift","Gross.Need","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Final.Status","Made.Deposit","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator","FAFSA","Zip.Admits.TY","Zip.Admits.TY.Pct","App.Before.Nov","ACT.Low","ACT.High","GPA.Low","GPA.High","HSP.Low","HSP.High","Distance.Low","Distance.High"
"2015 Fall",0,0,0,2,"0",0,0,118.292,9.002,85.98,26,29,2436,0,0,1,0,0,0,0,0,0,0,1,"1.11086425238836",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",10.5,0,103.065,31.02,89.62,NA,NA,NA,0,0,0,1,1,1,0,0,0,1,1,"0.322372662798195",1,1,0,0,0,1,0,0,1
"2015 Fall",0,0,0,0,"0",0,46.054,73.103,25.794,82.09,98,38,NA,0,1,0,1,0,0,1,0,0,1,1,"0.38768705900597",1,1,0,1,0,1,0,0,0
"2015 Fall",0,0,0,1,"1",27.8,35.197,54.983,16.44,95.09,28,17,1078,1,0,0,1,0,0,0,0,0,1,4,"2.4330900243309",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,2,"0",0,0,53.139,41.737,90.84,951,228,1356,1,0,0,0,0,0,0,0,1,0,49,"11.7401825718188",1,0,0,0,0,0,0,1,0
"2015 Fall",0,0,0,1,"0",0,0,45.168,10.522,96.99,74,70,405,0,0,0,0,0,0,0,0,1,0,8,"7.60311727808401",1,0,0,0,0,0,0,0,0
"2015 Fall",0,1,0,3,"1",28.221,42.515,41.5,1.09,98.62,3,28,NA,0,0,1,0,1,1,0,0,0,1,1,"9.1743119266055",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,2,"1",19.5,27.53,52.693,32.895,84.9,64,19,NA,1,0,0,0,0,0,1,1,1,1,8,"2.43198054415565",0,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",21.89,31.284,92.392,46.901,93.83,111,24,1614,1,0,0,1,1,1,0,1,1,1,21,"4.47751647086416",0,0,0,0,0,0,0,0,0
"2015 Fall",0,1,0,4,"1",23.18,33.119,88.246,33.316,91.12,67,20,NA,0,0,0,0,1,1,1,0,0,1,8,"2.40124864929763",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,3,"1",19.5,0,101.206,48.915,91.63,160,33,1774,0,0,1,0,1,1,0,0,0,1,7,"1.43105386895635",1,0,0,0,1,0,1,0,0
"2015 Fall",0,1,0,2,"1",21.5,24.916,45.753,4.104,94.23,58,141,NA,0,1,1,1,1,1,0,0,0,1,8,"19.4931773879142",1,0,0,0,0,0,0,1,0
"2015 Fall",0,1,0,1,"1",26.325,0,38.188,22.357,96.69,NA,NA,NA,0,0,0,0,1,1,0,0,1,1,1,"0.447287203113119",1,1,0,0,0,0,1,0,1
"2015 Fall",0,0,0,1,"1",18.67,22.774,46.132,22.99,86.33,137,60,NA,0,0,0,0,0,1,0,0,0,1,15,"6.52457590256633",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"1",25.016,39.36,47.428,7.087,96.81,7,10,308,1,0,0,0,0,0,1,0,0,1,3,"4.2331028643996",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,2,"0",0,0,77.425,28.439,92.75,142,50,NA,1,1,0,0,0,1,0,0,0,0,17,"5.97770667041738",0,0,0,0,1,0,0,0,0
"2016 Fall",1,0,0,2,"0",0,0,73.1,32.771,54.58,50,15,NA,0,0,0,1,0,0,0,0,0,0,7,"2.13603490891337",0,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,49.018,36.448,90.6,163,45,NA,0,0,0,0,0,0,0,0,0,0,9,"2.46927129060579",1,1,0,0,0,1,0,1,0
"2014 Fall",0,0,0,0,"0",0,0,105.997,17.056,96.98,68,40,NA,0,0,0,1,1,1,0,1,1,0,4,"2.34521575984991",0,0,0,1,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,43.887,50.385,3.969,93.8,4,10,NA,0,0,0,0,0,0,0,0,0,1,1,"2.51952632905014",0,1,0,1,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",12,0,66.172,31.429,93.49,607,193,NA,0,1,1,1,1,1,0,0,1,1,33,"10.4998568201343",1,1,0,0,0,1,0,1,0
"2015 Fall",0,0,0,2,"0",0,43.536,52.268,16.639,92.37,179,108,737,0,1,1,0,0,0,0,0,0,1,36,"21.6359156199291",1,0,0,0,1,0,1,1,0
"2015 Fall",0,0,0,2,"1",16,13.236,53.723,9.681,97.21,50,52,NA,0,1,0,0,0,0,0,0,1,1,8,"8.26360913128809",1,1,0,0,1,0,1,0,0
"2015 Fall",0,1,0,4,"1",24.288,46.054,81.72,14.728,94.2,46,31,644,0,0,0,0,0,1,1,0,1,1,4,"2.71591526344378",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,5,"1",19.25,28.735,75.287,18.758,95.2,37,20,857,0,1,1,0,1,1,0,1,1,1,18,"9.59590574688133",1,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",22.46,23.652,70.106,38.611,92.19,74,19,2257,0,0,0,0,1,1,0,0,0,1,6,"1.55396130636347",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,1,"0",0,0,71.957,37.173,64.26,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,1,"0.269012455276679",1,0,0,0,0,1,0,0,1
"2015 Fall",0,0,0,2,"1",22,2.178,88.472,21.232,81.01,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,1,"0.470987189148455",1,0,1,0,0,0,0,0,1
"2015 Fall",0,0,0,4,"1",18,18.164,54.798,7.586,98.58,14,18,NA,1,0,0,1,0,1,0,0,0,1,2,"2.63643553915107",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,2,"0",0,0,63.41,7.109,94.12,4,6,NA,0,0,0,1,0,1,0,0,0,0,2,"2.81333520889014",1,0,0,0,1,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,46.534,28.577,26.059,53.81,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,1,"0.383744579607813",1,0,0,1,0,1,0,0,1
"2015 Fall",0,0,0,1,"0",0,0,53.139,41.737,90.84,951,228,1356,0,0,0,0,0,0,0,0,0,0,49,"11.7401825718188",1,0,0,0,1,0,1,1,0
"2015 Fall",0,0,0,0,"0",0,0,43.621,17.633,86.12,1,1,NA,0,0,0,1,0,0,0,0,0,0,1,"0.567118471048602",1,0,0,0,0,0,1,0,1
"2016 Fall",0,0,0,0,"1",22.96,28.072,70.281,29.612,94.69,35,12,1452,0,0,0,0,0,0,0,1,1,1,5,"1.68850466027286",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,40.021,4.384,94.43,4,9,NA,0,0,0,0,0,0,0,0,0,0,1,"2.28102189781022",1,0,0,0,1,0,0,0,0
"2015 Fall",0,1,0,1,"1",28.875,45.801,53.139,41.737,90.84,951,228,NA,0,0,1,0,1,1,0,0,0,1,49,"11.7401825718188",1,1,0,0,0,1,0,1,0
"2015 Fall",0,1,0,2,"1",15.5,0,64.668,8.021,99,29,36,742,0,0,0,1,1,1,0,1,1,1,11,"13.7140007480364",1,1,0,0,0,0,0,0,0
"2015 Fall",0,1,0,2,"0",0,0,79.004,32.657,90.11,10,3,NA,0,0,1,1,1,1,0,0,0,0,1,"0.30621306304927",1,1,0,0,0,1,0,0,1
"2015 Fall",0,0,0,1,"0",0,0,52.069,18.423,93.92,36,20,809,0,0,1,0,0,0,0,0,0,0,3,"1.62839928350432",1,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",22.39,32.418,105.99,26.493,90.85,NA,NA,NA,0,0,1,0,1,1,0,0,0,1,1,"0.377458196504737",0,0,0,0,0,0,0,0,1
"2015 Fall",0,0,0,0,"0",0,0,65.126,53.242,81.89,111,21,NA,0,0,0,0,0,1,1,0,1,0,5,"0.939108222831599",1,0,0,0,0,0,1,0,0
"2015 Fall",0,0,0,2,"1",23.75,40.516,44.059,14.938,96.42,46,31,NA,0,1,0,0,0,0,0,0,0,1,8,"5.35546927299505",0,0,1,0,1,0,1,0,0
"2015 Fall",0,1,0,2,"1",15.5,42.707,52.268,16.639,92.37,179,108,737,0,0,0,0,1,1,0,0,0,1,36,"21.6359156199291",1,1,0,0,0,0,0,1,0
"2015 Fall",0,1,0,2,"1",7.5,0,53.723,9.681,97.21,50,52,NA,0,0,0,1,1,1,0,1,1,1,8,"8.26360913128809",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,50.547,5.239,97.79,5,10,NA,0,0,0,1,0,0,0,0,0,0,3,"5.7262836419164",1,0,1,0,1,0,1,0,0
"2015 Fall",0,0,0,3,"0",0,0,71.803,12.123,97.95,16,13,1111,1,0,1,0,0,1,0,0,0,0,4,"3.29951332178504",1,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",15.5,0,45.804,1.47,97.41,6,41,72,0,0,0,1,1,1,0,0,1,1,1,"6.80272108843537",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"1",15,7,98.596,31.003,91.54,80,26,2154,0,1,0,0,0,0,0,0,0,1,3,"0.967648292100764",1,1,0,0,0,0,0,0,0
"2015 Fall",0,0,0,2,"0",0,0,80.609,49.911,83.8,142,28,2056,0,0,0,0,0,0,0,0,0,0,12,"2.40427961771954",1,0,0,0,0,0,0,0,0
"2015 Fall",0,1,0,1,"1",23.17,33.582,75.287,18.758,95.2,37,20,857,0,0,1,1,1,1,0,0,0,1,18,"9.59590574688133",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,49.963,46.249,60.11,NA,NA,1565,0,0,0,0,0,0,1,0,1,1,1,"0.216220891262514",1,1,0,0,0,0,1,0,1
"2015 Fall",0,0,0,3,"1",21,0,56.971,16.41,95.89,24,15,1367,1,0,0,0,0,1,0,0,0,1,7,"4.26569165143205",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,2,"1",15.5,5.696,48.194,0.563,96.98,3,53,153,1,0,0,0,0,1,0,0,0,1,1,"17.7619893428064",1,1,0,0,1,0,1,0,0
"2015 Fall",0,1,0,3,"1",23.75,32.207,40.037,21.084,94.29,36,17,NA,0,0,0,0,1,1,0,0,0,1,3,"1.42287990893569",1,0,1,0,1,0,1,0,0
"2015 Fall",0,0,0,2,"0",0,0,65.924,22.915,78.46,77,34,2070,0,1,0,0,0,0,1,0,1,0,6,"2.6183722452542",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",22.08,32.012,51.867,24.208,97.52,221,91,1126,0,0,1,0,1,1,0,0,0,1,14,"5.783212161269",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,65.156,0.081,100,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,"123.456790123457",1,1,0,0,0,0,0,1,0
"2015 Fall",0,0,0,0,"0",0,0,89.458,3.858,98.7,54,140,6335,0,1,1,0,0,0,0,1,1,0,11,"28.5121824779679",1,0,1,0,1,0,1,1,0
"2015 Fall",0,0,0,3,"1",24.67,35.759,61.211,25.504,78.32,79,31,NA,0,0,0,0,0,0,0,0,0,1,9,"3.5288582183187",1,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"1",7,0,46.423,65.647,74.34,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,1,"0.152329885600256",0,1,0,0,0,1,0,0,1
"2015 Fall",0,1,0,4,"1",21,0,41.554,31.233,89.77,362,116,1671,1,0,0,0,1,1,0,0,1,1,18,"5.76313514551916",1,0,0,0,1,0,1,1,0
"2015 Fall",0,0,0,2,"0",0,0,64.668,8.021,99,29,36,742,0,0,0,0,0,0,0,0,0,0,11,"13.7140007480364",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,3,"1",20.5,2.584,49.018,36.448,90.6,163,45,NA,0,0,1,0,0,0,0,0,0,1,9,"2.46927129060579",1,0,1,0,1,1,0,1,0
"2015 Fall",0,1,0,3,"0",0,0,78.919,35.273,93.43,89,25,NA,1,0,0,1,1,1,0,0,0,0,7,"1.98452073824171",1,0,0,1,0,1,0,0,0
"2015 Fall",0,0,0,3,"1",22,15.787,39.835,4.806,97,30,62,372,1,0,0,0,1,1,0,1,1,1,4,"8.32292967124428",1,0,1,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,74.248,23.639,95.05,41,17,NA,0,0,0,0,0,0,0,0,0,0,6,"2.53817843394391",1,1,0,0,0,0,0,0,0
"2015 Fall",0,1,0,5,"1",27.372,37.729,71.803,12.123,97.95,16,13,1111,0,0,1,1,1,1,0,0,0,1,4,"3.29951332178504",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,0,"0",0,0,78.919,35.273,93.43,89,25,NA,0,0,1,0,0,0,0,0,1,0,7,"1.98452073824171",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",24.718,38.331,44.688,2.243,96.57,18,80,130,1,1,1,1,1,1,0,0,0,1,1,"4.45831475702185",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,40.516,4.971,86.36,12,24,248,0,0,0,0,0,0,0,0,0,0,2,"4.02333534500101",1,0,0,0,0,0,0,0,0
"2016 Fall",0,1,0,2,"1",19,0,69.383,28.728,90.95,310,108,6335,0,1,0,0,1,1,0,1,1,1,26,"9.05040378724589",1,0,0,0,1,0,1,1,0
"2015 Fall",0,1,0,3,"1",18.26,34.899,57.549,28.73,94.47,94,33,NA,1,1,1,1,1,1,0,0,0,1,7,"2.43647754959972",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,3,"1",21.6,31.316,64.815,18.47,82.81,58,31,NA,1,0,0,0,1,1,0,0,0,1,7,"3.78992961559285",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,0,"1",36.904,46.034,47.855,12.691,93.44,61,48,NA,1,0,1,1,1,1,0,1,1,1,9,"7.09163974470097",1,1,0,0,1,1,0,0,0
"2015 Fall",0,0,0,2,"0",0,0,68.239,24.933,88.2,107,43,161,0,0,0,0,0,0,0,0,0,0,9,"3.60967392612201",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,46.054,46.796,20.242,96.1,61,30,947,0,0,0,0,0,1,0,0,0,1,4,"1.97608931923723",1,1,0,1,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,58.295,1.35,98.52,3,22,557,0,1,0,0,0,0,0,0,0,0,1,"7.40740740740741",1,1,0,0,1,0,1,0,0
"2015 Fall",0,0,0,1,"0",0,0,61.105,5.464,94.34,16,29,557,0,0,0,0,0,0,0,0,0,0,3,"5.4904831625183",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,2,"1",17,14.909,65.984,28.548,79.84,45,16,1671,0,0,0,0,0,0,0,0,0,1,6,"2.10172341319882",1,0,1,0,1,0,1,0,0
"2015 Fall",0,1,0,2,"1",18.5,0,104.774,20.057,89.63,84,42,1383,0,0,1,0,1,1,0,1,1,1,5,"2.49289524854166",1,0,0,0,1,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,47.428,7.087,96.81,7,10,308,0,0,0,1,0,0,0,0,0,0,3,"4.2331028643996",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,1,"1",18.85,28.572,57.045,1.965,99.49,NA,NA,NA,0,0,0,0,1,1,0,0,0,1,1,"5.08905852417303",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,45.404,9.831,86.17,28,28,1742,1,0,1,0,0,0,0,1,1,0,1,"1.01719051978436",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,0,"0",0,0,47.772,33.463,85.6,122,36,1145,0,0,0,0,0,0,0,0,0,0,11,"3.28721274243194",1,0,0,0,0,0,1,0,0
"2015 Fall",0,0,0,0,"1",29.013,46.054,58.392,26.739,94.06,47,18,NA,0,0,0,0,0,0,1,0,1,1,4,"1.49594225662889",1,1,0,1,0,1,0,0,0
"2015 Fall",0,1,0,1,"1",12.5,0,58.012,25.54,89.52,55,22,NA,0,0,0,0,1,1,0,1,1,1,9,"3.52388410336727",0,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,61.625,1.202,89.68,4,33,215,0,0,0,0,0,0,0,0,0,0,3,"24.9584026622296",1,1,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"0",0,0,49.28,18.677,97.06,192,103,NA,0,0,0,0,1,1,0,0,0,0,12,"6.42501472399208",1,1,0,0,0,1,0,1,0
"2015 Fall",0,1,0,4,"0",0,0,80.609,49.911,83.8,142,28,2056,1,0,1,0,1,1,0,0,0,0,12,"2.40427961771954",1,0,0,0,0,0,0,0,0
"2016 Fall",0,0,0,1,"1",22.468,35.674,80.114,8.852,97.63,31,35,NA,0,1,1,1,0,0,0,0,0,1,5,"5.64844103027564",0,1,0,1,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,59.565,3.706,96.17,48,130,223,0,0,1,0,0,0,0,0,0,0,7,"18.8882892606584",1,1,0,0,0,0,0,1,0
"2015 Fall",0,0,0,1,"0",0,0,99.016,13.932,94.27,34,24,1626,0,1,0,0,0,0,0,0,0,0,6,"4.30663221360896",1,1,0,0,0,0,0,0,0
"2015 Fall",0,0,0,2,"0",0,0,71.158,27.864,87.03,42,15,2551,1,0,0,1,0,0,0,0,0,1,3,"1.07665805340224",0,1,0,1,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,93.004,10.815,92.46,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,"0.924641701340731",1,0,0,0,0,1,0,0,1
"2015 Fall",0,1,0,2,"1",22.56,32.235,51.867,24.208,97.52,221,91,1126,0,0,1,0,1,1,0,0,1,1,14,"5.783212161269",1,1,0,0,0,0,1,0,0
"2015 Fall",0,0,0,3,"1",20.13,24.55,88.246,33.316,91.12,67,20,NA,1,0,0,0,0,0,0,0,1,1,8,"2.40124864929763",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,3,"1",15.5,0,75.287,18.758,95.2,37,20,857,0,0,0,0,0,0,0,1,1,1,18,"9.59590574688133",1,0,0,0,0,0,0,0,0
"2015 Fall",0,1,0,4,"1",23,0,46.132,6.903,89.19,22,32,NA,1,0,0,1,1,1,0,1,1,1,2,"2.89729103288425",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,2,"1",19.76,29.936,47.706,45.495,63.48,82,18,NA,1,0,0,1,0,0,0,0,0,1,2,"0.439608748214089",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,4,"1",18,0,57.604,3.219,96.99,17,53,230,0,0,0,0,1,1,0,0,0,1,2,"6.21310966138552",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,81.875,27.654,89.55,63,23,2017,0,0,0,0,0,0,0,0,0,0,8,"2.89289072105301",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,41.554,31.233,89.77,362,116,NA,0,0,0,1,0,0,0,0,1,0,18,"5.76313514551916",0,1,0,0,1,0,1,1,0
"2015 Fall",0,1,0,0,"0",0,45.297,65.81,2.233,97.49,2,9,NA,0,0,0,0,1,1,0,0,0,1,1,"4.47828034034931",1,0,0,0,0,1,0,0,1
"2015 Fall",0,1,0,1,"0",0,0,29.115,3.279,2.84,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,1,"3.04971027752364",1,1,0,0,0,0,0,0,0
"2015 Fall",0,1,0,2,"1",27.406,0,44.684,5.936,98.15,15,25,NA,0,1,1,0,1,1,0,0,0,1,1,"1.68463611859838",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,0,"0",0,0,42.616,48.506,86.27,521,107,NA,0,0,0,0,0,0,0,0,0,0,36,"7.42176225621573",0,1,0,0,0,0,1,1,0
"2015 Fall",0,0,0,0,"1",15,0,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,1,NA,1,1,0,0,0,1,0,0,1
"2015 Fall",0,0,0,1,"0",0,45.899,95.739,15.304,93.79,54,35,222,0,0,0,0,0,0,0,0,0,1,3,"1.96027182435964",1,1,0,0,0,0,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,74.248,23.639,95.05,41,17,NA,0,0,0,0,0,0,0,0,0,0,6,"2.53817843394391",1,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,75.294,37.88,81.92,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,1,"0.263991552270327",0,0,0,0,1,0,1,0,1
"2015 Fall",0,0,0,1,"1",18,0,82.386,1.355,98.3,26,192,576,0,1,0,1,0,0,0,0,0,1,2,"14.760147601476",1,0,0,0,1,0,1,1,0
"2015 Fall",0,1,0,3,"1",20,26.41,91.259,43.051,82.76,120,28,1715,0,1,0,1,1,1,0,0,0,1,4,"0.929130566072797",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,4,"1",21,0,72.969,30.76,78.73,79,26,2056,1,0,0,1,0,0,0,0,0,1,2,"0.650195058517555",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,1,"0",0,0,69.383,28.728,90.95,310,108,6335,0,1,0,1,0,0,0,0,0,0,22,"7.65803397382345",1,0,1,0,1,0,1,1,0
"2015 Fall",0,0,0,0,"0",0,0,56.063,4.388,96.67,32,73,NA,1,0,1,0,0,1,0,0,0,0,3,"6.83682771194166",1,0,0,0,1,0,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,108.128,26.181,84.83,117,45,2147,0,0,0,0,0,0,0,0,1,0,3,"1.14586914174401",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,65.068,42.774,88.56,13,3,NA,0,0,0,0,0,0,1,0,0,0,3,"0.701360639640903",0,1,0,0,1,0,0,0,1
"2015 Fall",0,1,0,4,"1",3.525,20.189,53.139,41.737,90.84,951,228,1356,0,1,1,1,1,1,0,0,0,1,49,"11.7401825718188",1,0,1,0,1,0,1,1,0
"2015 Fall",0,0,0,2,"0",0,0,61.875,0.534,93.26,1,19,NA,1,0,0,0,0,0,0,0,1,0,1,"18.7265917602996",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,1,"0",0,0,60.833,0.427,99.77,1,23,NA,0,1,0,0,0,0,0,0,1,0,1,"23.4192037470726",0,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,1,"0",0,0,57.636,4.421,98.51,20,45,557,0,0,1,1,0,0,0,1,1,0,3,"6.78579506898892",1,0,0,0,1,0,0,0,0
"2015 Fall",0,1,0,3,"1",19.5,0,42.316,1.901,95.79,9,47,407,0,0,1,1,1,1,0,1,1,1,2,"10.5207785376118",1,0,1,0,1,0,1,0,0
"2015 Fall",0,1,0,2,"1",15.5,0,38.516,2.77,53.18,18,65,141,0,0,0,1,1,1,1,0,1,1,1,"3.6101083032491",1,1,0,0,0,0,0,1,0
"2016 Fall",0,1,1,2,"1",21.72,22.865,75.05,17.801,93.89,94,53,NA,0,0,1,0,1,1,0,1,1,1,13,"7.30296050783664",1,0,0,0,0,1,0,0,0
"2015 Fall",0,0,0,2,"1",17.5,6.505,54.126,28.947,90.82,82,28,1442,0,1,0,0,0,0,0,0,0,1,5,"1.72729471102359",1,0,0,0,0,0,0,0,0
"2015 Fall",0,0,0,3,"0",0,0,52.587,5.276,94.14,33,63,413,0,1,0,1,0,1,0,1,1,0,5,"9.47687642153146",1,0,0,0,1,0,1,1,0
"2015 Fall",0,1,0,4,"1",0.5,32.206,41.554,31.233,89.77,362,116,1671,1,1,1,1,1,1,0,1,1,1,18,"5.76313514551916",1,0,0,0,0,1,0,1,0
"2015 Fall",0,0,0,2,"0",0,0,112.566,6.955,93.79,27,39,3060,0,1,0,0,0,0,0,1,1,0,1,"1.43781452192667",1,0,0,0,0,1,0,0,0
"2015 Fall",0,1,0,2,"1",28.025,46.484,52.268,16.639,92.37,179,108,NA,0,0,0,0,1,1,0,0,1,1,36,"21.6359156199291",1,0,0,0,0,1,0,1,0
"2015 Fall",0,0,0,2,"1",21.1,22.216,82.12,31.257,95.1,40,13,NA,0,0,1,1,0,0,0,0,0,1,3,"0.959785008158172",1,0,0,0,1,0,1,0,0
"2015 Fall",0,0,0,1,"1",20.972,46.038,44.011,2.634,95.82,7,27,205,0,0,0,0,0,0,0,0,0,1,1,"3.79650721336371",0,0,0,1,0,1,0,0,0
"2015 Fall",0,0,0,2,"0",0,26.634,77.106,33.811,88.65,89,26,1823,1,0,1,1,0,1,0,0,0,1,3,"0.887285203040431",1,0,0,0,0,0,1,0,0
"2015 Fall",0,0,0,0,"0",0,0,96.446,23.264,81.75,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.429848693259972",1,0,0,0,1,1,0,0,1
"2015 Fall",0,0,0,0,"0",0,0,64.72,12.825,92.04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,"0.779727095516569",1,1,0,0,0,1,0,0,1
"2015 Fall",0,1,0,2,"1",22.154,42.996,56.063,4.388,96.67,32,73,NA,0,0,1,1,1,1,0,0,0,1,3,"6.83682771194166",0,1,0,0,1,0,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,44.773,25.838,87.79,46,18,NA,0,0,0,0,0,0,0,0,0,0,5,"1.9351342983203",0,0,0,0,1,1,0,0,0
"2015 Fall",0,0,0,1,"1",15.5,0,70.573,16.947,95.26,37,22,1345,0,0,1,0,0,0,0,0,0,1,5,"2.95037469758659",0,0,0,0,0,0,0,0,0
"2015 Fall",0,1,0,1,"1",10.5,0,66.172,31.429,93.49,607,193,NA,0,1,0,1,1,1,0,0,1,1,33,"10.4998568201343",1,1,0,0,0,1,0,1,0
"2015 Fall",0,1,0,5,"1",23.5,24.004,51.24,41.161,92.15,27,7,NA,1,0,0,0,1,1,0,0,0,1,2,"0.485896844099998",1,0,1,0,1,0,1,0,0
"2015 Fall",0,1,0,4,"1",20.5,8.986,40.817,2.552,99.49,3,12,402,1,1,1,1,1,1,0,1,1,1,1,"3.91849529780564",1,0,0,0,1,0,0,0,0
"2015 Fall",0,0,0,0,"0",0,0,57.41,57.012,85.86,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.175401669823897",1,1,0,0,0,0,0,0,1
"2016 Fall",0,1,1,1,"1",17.92,21.585,38.516,2.77,53.18,18,65,141,0,1,1,1,1,1,1,0,1,1,5,"18.0505415162455",1,1,0,0,0,0,1,1,0
"2016 Fall",0,1,0,3,"1",25.78,27.141,42.616,48.506,86.27,521,107,NA,0,0,0,0,1,1,0,0,1,1,40,"8.24640250690636",1,0,0,0,0,0,0,1,0
"2015 Fall",0,0,0,0,"0",0,0,69.136,23.214,96.99,84,36,401,0,0,0,0,0,0,0,0,0,0,11,"4.73851985870595",1,1,0,0,0,1,0,0,0
"2015 Fall",0,0,0,1,"0",0,45.056,108.128,26.181,84.83,117,45,2147,0,0,0,0,0,0,0,0,0,1,3,"1.14586914174401",1,0,0,0,0,0,0,0,0
"2015 Fall",0,1,0,2,"1",20.46,29.665,69.136,23.214,96.99,84,36,1626,0,0,0,0,1,1,0,0,0,1,11,"4.73851985870595",1,1,0,0,0,0,0,0,0
"2015 Fall",0,1,0,3,"1",15.5,0,95.739,15.304,93.79,54,35,2750,0,0,0,1,1,1,0,1,1,1,3,"1.96027182435964",1,0,0,0,0,1,0,0,0
"2016 Fall",0,1,0,1,"1",31.587,44.358,53.723,9.681,97.21,50,52,NA,0,1,1,0,1,1,0,1,1,1,4,"4.13180456564405",1,0,0,0,1,0,1,0,0
