"Application ID","Award Status","Comprehensive Cost","Total Gift","Total Institutional Gift","Gross Need"
"App ID-149907","No Award","43064.00","0.00","","32825.00"
"App ID-127744","No Award","43064.00","0.00","","24334.00"
"App ID-149832","No Award","43064.00","0.00","","9153.50"
"App ID-124292","No Award","43064.00","0.00","","21034.00"
"App ID-131476","No Award","43064.00","0.00","","22687.00"
"App ID-134696","No Award","43064.00","0.00","","9278.00"
"App ID-140728","No Award","43064.00","0.00","","8872.00"
"App ID-181534","No Award","43064.00","0.00","","32698.00"
"App ID-156945","No Award","43064.00","0.00","","0.00"
"App ID-187243","No Award","43064.00","0.00","","18080.00"
"App ID-191718","No Award","43064.00","0.00","","46054.00"
"App ID-154053","No Award","43064.00","0.00","","0.00"
"App ID-149866","No Award","43064.00","0.00","","0.00"
"App ID-149913","No Award","43064.00","0.00","","13470.00"
"App ID-145240","No Award","43064.00","0.00","","0.00"
"App ID-130422","No Award","43064.00","0.00","","0.00"
"App ID-154877","No Award","43064.00","0.00","","24474.00"
"App ID-152677","No Award","43064.00","0.00","","27613.00"
"App ID-149868","No Award","43064.00","0.00","","0.00"
"App ID-154874","No Award","43064.00","0.00","","41239.00"
"App ID-149859","No Award","43064.00","0.00","","20818.00"
"App ID-123726","No Award","43064.00","0.00","","0.00"
"App ID-151756","No Award","43064.00","0.00","","25417.00"
"App ID-125648","No Award","43064.00","0.00","","43154.00"
"App ID-122948","No Award","43064.00","0.00","","38235.00"
"App ID-151834","No Award","43064.00","0.00","","0.00"
"App ID-172290","No Award","43064.00","0.00","","35002.00"
"App ID-172494","No Award","43064.00","0.00","","0.00"
"App ID-168692","No Award","43064.00","0.00","","44912.00"
"App ID-174050","No Award","43064.00","0.00","","6144.00"
"App ID-168907","No Award","43064.00","0.00","","46054.00"
"App ID-164530","No Award","43064.00","0.00","","25275.00"
"App ID-174699","No Award","43064.00","0.00","","45816.00"
"App ID-174730","No Award","43064.00","0.00","","45421.00"
"App ID-125080","No Award","43064.00","0.00","","27043.00"
"App ID-174732","No Award","43064.00","0.00","","0.00"
"App ID-164372","No Award","43064.00","0.00","","0.00"
"App ID-174773","No Award","43064.00","0.00","","46195.00"
"App ID-124784","No Award","43064.00","0.00","","23557.00"
"App ID-167596","No Award","43064.00","0.00","","8979.00"
"App ID-145442","No Award","43064.00","0.00","","40210.00"
"App ID-160955","No Award","43064.00","0.00","","0.00"
"App ID-147171","No Award","43064.00","0.00","","32593.00"
"App ID-134831","No Award","43064.00","0.00","","33336.00"
"App ID-161951","No Award","43064.00","0.00","","0.00"
"App ID-172589","No Award","43064.00","0.00","","0.00"
"App ID-155146","No Award","43064.00","0.00","","44135.00"
"App ID-174833","No Award","43064.00","0.00","","35676.88"
"App ID-134300","No Award","43064.00","0.00","","8809.00"
"App ID-156166","No Award","43064.00","0.00","","45884.00"
"App ID-158036","No Award","43064.00","0.00","","35191.00"
"App ID-159816","No Award","43064.00","0.00","","22327.00"
"App ID-160724","No Award","43064.00","0.00","","46090.00"
"App ID-157948","No Award","43064.00","0.00","","31183.00"
"App ID-161871","No Award","43064.00","0.00","","4700.00"
"App ID-137705","No Award","43064.00","0.00","","27380.00"
"App ID-161877","No Award","43064.00","0.00","","31489.00"
"App ID-158126","No Award","43064.00","0.00","","31332.00"
"App ID-157503","No Award","43064.00","0.00","","41604.00"
"App ID-137183","No Award","43064.00","0.00","","40028.00"
"App ID-161949","No Award","43064.00","0.00","","26408.00"
"App ID-161861","No Award","43064.00","0.00","","21123.00"
"App ID-160956","No Award","43064.00","0.00","","2471.00"
"App ID-153124","No Award","43064.00","0.00","","26401.00"
"App ID-137297","No Award","43064.00","0.00","","0.00"
"App ID-145806","No Award","43064.00","0.00","","28451.00"
"App ID-150818","No Award","43064.00","0.00","","18667.00"
"App ID-160738","No Award","43064.00","0.00","","16420.00"
"App ID-154312","No Award","43064.00","0.00","","0.00"
"App ID-157940","No Award","43064.00","0.00","","3749.00"
"App ID-161072","No Award","43064.00","0.00","","18513.00"
"App ID-161065","No Award","43064.00","0.00","","44899.00"
"App ID-161973","No Award","43064.00","0.00","","39580.00"
"App ID-161862","No Award","43064.00","0.00","","0.00"
"App ID-123874","No Award","43064.00","0.00","","32759.00"
"App ID-122715","No Award","43064.00","0.00","","10267.00"
"App ID-124596","No Award","43064.00","0.00","","37776.00"
"App ID-157053","No Award","43064.00","0.00","","517.00"
"App ID-124163","No Award","43064.00","0.00","","20717.00"
"App ID-172590","No Award","43064.00","0.00","","24722.00"
"App ID-123596","No Award","43064.00","0.00","","40997.00"
"App ID-157590","No Award","43064.00","0.00","","40063.00"
"App ID-173878","No Award","43064.00","0.00","",""
"App ID-161878","No Award","43064.00","0.00","","46014.00"
"App ID-152537","No Award","43064.00","0.00","","18530.00"
"App ID-162357","No Award","43064.00","0.00","","0.00"
"App ID-137390","No Award","43064.00","0.00","","10015.00"
"App ID-160857","No Award","43064.00","0.00","","36753.00"
"App ID-124253","No Award","43064.00","0.00","","5758.00"
"App ID-125329","No Award","43064.00","0.00","","43186.00"
"App ID-163890","No Award","43064.00","0.00","","15250.00"
"App ID-163029","No Award","43064.00","0.00","","0.00"
"App ID-146061","No Award","43064.00","0.00","","26471.00"
"App ID-125520","No Award","43064.00","0.00","","46180.00"
"App ID-157743","No Award","43064.00","0.00","","39224.00"
"App ID-124622","No Award","43064.00","0.00","","46054.00"
"App ID-174721","No Award","43064.00","0.00","","0.00"
"App ID-141000","No Award","43064.00","0.00","","0.00"
"App ID-143776","No Award","43064.00","0.00","","20306.00"
"App ID-124620","No Award","43064.00","0.00","","38237.00"
"App ID-156518","No Award","43064.00","0.00","","14909.00"
"App ID-158228","No Award","43064.00","0.00","","21472.00"
"App ID-152569","No Award","43064.00","0.00","",""
"App ID-153157","No Award","43064.00","0.00","","0.00"
"App ID-131205","No Award","43064.00","0.00","","41121.00"
"App ID-158578","No Award","43064.00","0.00","","22130.00"
"App ID-157848","No Award","43064.00","0.00","","0.00"
"App ID-161881","No Award","43064.00","0.00","","6832.00"
"App ID-156713","No Award","43064.00","0.00","","36309.00"
"App ID-155149","No Award","43064.00","0.00","","17799.00"
"App ID-126558","No Award","43064.00","0.00","","31245.00"
"App ID-159791","No Award","43064.00","0.00","","0.00"
"App ID-123873","No Award","43064.00","0.00","","7533.00"
"App ID-191648","No Award","44668.00","0.00","0.00",""
"App ID-143773","No Award","44668.00","0.00","0.00",""
"App ID-176177","Award Complete","44668.00","18400.00","18400.00","19377.00"
"App ID-240710","No Award","44668.00","0.00","0.00",""
"App ID-124801","No Award","44668.00","0.00","0.00","46672.00"
"App ID-252413","No Award","44668.00","0.00","0.00",""
"App ID-244353","No Award","44668.00","0.00","0.00","46167.00"
"App ID-146079","No Award","43064.00","0.00","","44281.00"
"App ID-163259","No Award","43064.00","0.00","","32464.00"
"App ID-124512","No Award","43064.00","0.00","","38620.00"
"App ID-137210","No Award","43064.00","0.00","","46090.00"
"App ID-157652","No Award","43064.00","0.00","","46054.00"
"App ID-149815","No Award","43064.00","0.00","","41177.00"
"App ID-174033","No Award","43064.00","0.00","","0.00"
"App ID-137215","No Award","43064.00","0.00","","0.00"
"App ID-174598","No Award","43064.00","0.00","","38934.00"
"App ID-154080","No Award","43064.00","0.00","","29961.00"
"App ID-164120","No Award","43064.00","0.00","","34840.00"
"App ID-124375","No Award","43064.00","0.00","","0.00"
"App ID-172579","No Award","43064.00","0.00","","39521.00"
"App ID-174608","No Award","43064.00","0.00","",""
"App ID-157793","No Award","43064.00","0.00","","32734.00"
"App ID-149590","No Award","43064.00","0.00","","797.00"
"App ID-172587","No Award","43064.00","0.00","","45520.00"
"App ID-121715","No Award","43064.00","0.00","","21061.00"
"App ID-153263","No Award","43064.00","0.00","","31658.00"
"App ID-168822","No Award","43064.00","0.00","","32573.00"
"App ID-174722","No Award","43064.00","0.00","","42226.00"
"App ID-174706","No Award","43064.00","0.00","","0.00"
"App ID-124865","No Award","43064.00","0.00","","7114.00"
"App ID-139800","No Award","43064.00","0.00","","23133.00"
"App ID-122787","No Award","43064.00","0.00","","15552.00"
"App ID-123242","No Award","43064.00","0.00","","26194.00"
"App ID-122230","No Award","43064.00","0.00","","0.00"
"App ID-138594","No Award","43064.00","0.00","","22756.00"
"App ID-161783","No Award","43064.00","0.00","","42867.00"
"App ID-156332","No Award","43064.00","0.00","","30743.00"
"App ID-163932","No Award","43064.00","0.00","","32816.00"
"App ID-124856","No Award","43064.00","0.00","","40043.00"
"App ID-164469","No Award","43064.00","0.00","","0.00"
"App ID-157784","No Award","43064.00","0.00","","36972.00"
"App ID-158909","No Award","43064.00","0.00","","0.00"
"App ID-161179","No Award","43064.00","0.00","","46254.00"
"App ID-154581","No Award","43064.00","0.00","","15071.00"
"App ID-134869","No Award","43064.00","0.00","","20884.00"
"App ID-174705","No Award","43064.00","0.00","","37355.00"
"App ID-155928","No Award","43064.00","0.00","","27530.00"
"App ID-136881","No Award","43064.00","0.00","","41720.00"
"App ID-155932","No Award","43064.00","0.00","","31320.00"
"App ID-168301","No Award","43064.00","0.00","","13406.00"
"App ID-171639","No Award","43064.00","0.00","","45270.00"
"App ID-156587","No Award","43064.00","0.00","","28650.00"
"App ID-176366","No Award","43064.00","0.00","","10330.00"
"App ID-161899","No Award","43064.00","0.00","","20914.00"
"App ID-177122","No Award","43064.00","0.00","",""
"App ID-164191","No Award","43064.00","0.00","","21725.00"
"App ID-149880","No Award","43064.00","0.00","","45054.00"
"App ID-163936","No Award","43064.00","0.00","","36564.00"
"App ID-159726","No Award","43064.00","0.00","","30401.00"
"App ID-124256","No Award","43064.00","0.00","","43027.00"
"App ID-141768","No Award","43064.00","0.00","","30999.00"
"App ID-134652","No Award","43064.00","0.00","","46054.00"
"App ID-158111","No Award","43064.00","0.00","","20677.00"
"App ID-158207","No Award","43064.00","0.00","","6019.00"
"App ID-152151","No Award","43064.00","0.00","","0.00"
"App ID-157509","No Award","43064.00","0.00","","36735.00"
"App ID-139066","No Award","43064.00","0.00","","0.00"
"App ID-164164","No Award","43064.00","0.00","","23089.00"
"App ID-158011","No Award","43064.00","0.00","","22815.00"
"App ID-172754","No Award","43064.00","0.00","","0.00"
"App ID-174698","No Award","43064.00","0.00","","40600.00"
"App ID-173841","No Award","43064.00","0.00","","6793.00"
"App ID-164229","No Award","43064.00","0.00","","19568.00"
"App ID-157524","No Award","43064.00","0.00","","16092.00"
"App ID-138600","No Award","43064.00","0.00","","29814.00"
"App ID-164423","No Award","43064.00","0.00","","43476.00"
"App ID-171682","No Award","43064.00","0.00","","40064.00"
"App ID-162372","No Award","43064.00","0.00","","19425.00"
"App ID-171533","No Award","43064.00","0.00","","19178.00"
"App ID-159731","No Award","43064.00","0.00","","37618.00"
"App ID-158372","No Award","43064.00","0.00","","31190.00"
"App ID-174781","No Award","43064.00","0.00","","26949.00"
"App ID-149818","No Award","43064.00","0.00","","33985.00"
"App ID-143003","No Award","43064.00","0.00","","34745.00"
"App ID-135221","No Award","43064.00","0.00","","42320.00"
"App ID-141012","No Award","43064.00","0.00","","38038.00"
"App ID-146069","No Award","43064.00","0.00","","31789.00"
"App ID-121692","No Award","43064.00","0.00","","15015.00"
"App ID-155894","No Award","43064.00","0.00","","42251.00"
"App ID-122397","No Award","43064.00","0.00","","33460.00"
"App ID-139834","No Award","43064.00","0.00","","8489.00"
"App ID-149918","No Award","43064.00","0.00","","31296.00"
"App ID-149919","No Award","43064.00","0.00","","32296.00"
"App ID-156273","No Award","43064.00","0.00","","0.00"
"App ID-125806","No Award","43064.00","0.00","","46254.00"
"App ID-164420","No Award","43064.00","0.00","","0.00"
"App ID-156299","No Award","43064.00","0.00","","0.00"
"App ID-184015","No Award","43064.00","0.00","","45044.00"
"App ID-173909","No Award","43064.00","0.00","","7464.00"
"App ID-183266","No Award","43064.00","0.00","","39432.00"
"App ID-181449","No Award","43064.00","0.00","","39326.00"
"App ID-122874","No Award","43064.00","0.00","","0.00"
"App ID-185322","No Award","43064.00","0.00","","38459.00"
"App ID-184027","No Award","43064.00","0.00","","10786.00"
"App ID-184537","No Award","43064.00","0.00","","28874.00"
"App ID-184529","No Award","43064.00","0.00","","26826.00"
"App ID-184030","No Award","43064.00","0.00","","46484.00"
"App ID-171559","No Award","43064.00","0.00","","31076.00"
"App ID-185428","No Award","43064.00","0.00","","34369.00"
"App ID-186319","No Award","43064.00","0.00","","26465.00"
"App ID-185542","No Award","43064.00","0.00","","36382.00"
"App ID-149885","No Award","43064.00","0.00","","21926.00"
"App ID-186580","No Award","43064.00","0.00","","46090.00"
"App ID-153688","No Award","43064.00","0.00","","21388.00"
"App ID-139896","No Award","43064.00","0.00","","0.00"
"App ID-130225","No Award","43064.00","0.00","","46054.00"
"App ID-124268","No Award","43064.00","0.00","","0.00"
"App ID-155833","No Award","43064.00","0.00","","27748.00"
"App ID-156580","No Award","43064.00","0.00","","0.00"
"App ID-156576","No Award","43064.00","0.00","","32021.00"
"App ID-129131","No Award","43064.00","0.00","","0.00"
"App ID-136262","No Award","43064.00","0.00","","42051.00"
"App ID-123446","No Award","43064.00","0.00","","44156.00"
"App ID-155999","No Award","43064.00","0.00","","43536.00"
"App ID-146071","No Award","43064.00","0.00","","13101.00"
"App ID-192489","No Award","43064.00","0.00","","0.00"
"App ID-123373","No Award","43064.00","0.00","","17242.00"
"App ID-149877","No Award","43064.00","0.00","","42803.00"
"App ID-149869","No Award","43064.00","0.00","","28343.00"
"App ID-121801","No Award","43064.00","0.00","","30369.00"
"App ID-124626","No Award","43064.00","0.00","","11057.00"
"App ID-128504","No Award","43064.00","0.00","","19604.00"
"App ID-156359","No Award","43064.00","0.00","","0.00"
"App ID-134859","No Award","43064.00","0.00","",""
"App ID-155800","No Award","43064.00","0.00","","36186.00"
"App ID-156289","No Award","43064.00","0.00","","0.00"
"App ID-139794","No Award","43064.00","0.00","","29719.00"
"App ID-154918","No Award","43064.00","0.00","","9468.00"
"App ID-154841","No Award","43064.00","0.00","","41645.00"
"App ID-156923","No Award","43064.00","0.00","","26446.00"
"App ID-184019","No Award","43064.00","0.00","","41172.00"
"App ID-185417","No Award","43064.00","0.00","","42178.00"
"App ID-171544","No Award","43064.00","0.00","","46254.00"
"App ID-154860","No Award","43064.00","0.00","","0.00"
"App ID-135781","No Award","43064.00","0.00","","22198.00"
"App ID-125291","No Award","43064.00","0.00","","36331.00"
"App ID-154839","No Award","43064.00","0.00","","34805.00"
"App ID-125387","No Award","43064.00","0.00","","35139.00"
"App ID-156956","No Award","43064.00","0.00","","0.00"
"App ID-124831","No Award","43064.00","0.00","","39840.00"
"App ID-134888","No Award","43064.00","0.00","","34119.00"
"App ID-155832","No Award","43064.00","0.00","","14304.00"
"App ID-131903","No Award","43064.00","0.00","","0.00"
"App ID-149824","No Award","43064.00","0.00","","23053.00"
"App ID-156331","No Award","43064.00","0.00","","5696.00"
"App ID-134333","No Award","43064.00","0.00","","32919.00"
"App ID-144852","No Award","43064.00","0.00","","0.00"
"App ID-122849","No Award","43064.00","0.00","","26424.00"
"App ID-145557","No Award","43064.00","0.00","","21761.00"
"App ID-124289","No Award","43064.00","0.00","","31017.00"
"App ID-156890","No Award","43064.00","0.00","","0.00"
"App ID-157011","No Award","43064.00","0.00","","0.00"
"App ID-156335","No Award","43064.00","0.00","","31048.00"
"App ID-155961","No Award","43064.00","0.00","","39360.00"
"App ID-122319","No Award","43064.00","0.00","","37356.00"
"App ID-157113","No Award","43064.00","0.00","","26634.00"
"App ID-157679","No Award","43064.00","0.00","","22566.00"
"App ID-155003","No Award","43064.00","0.00","","42497.00"
"App ID-122317","No Award","43064.00","0.00","","37867.00"
"App ID-182123","No Award","43064.00","0.00","","43178.00"
"App ID-184161","No Award","43064.00","0.00","","41324.00"
"App ID-144346","No Award","43064.00","0.00","","18663.00"
"App ID-124190","No Award","43064.00","0.00","","26041.00"
"App ID-146112","No Award","43064.00","0.00","","0.00"
"App ID-153154","No Award","43064.00","0.00","","40884.00"
"App ID-155809","No Award","43064.00","0.00","","0.00"
"App ID-157654","No Award","43064.00","0.00","","7730.00"
"App ID-155953","No Award","43064.00","0.00","","25669.00"
"App ID-154091","No Award","43064.00","0.00","","163.00"
"App ID-157316","No Award","43064.00","0.00","","8986.00"
"App ID-143814","No Award","43064.00","0.00","","43743.00"
"App ID-137017","No Award","43064.00","0.00","","40752.00"
"App ID-153570","No Award","43064.00","0.00","","46484.00"
"App ID-145985","No Award","43064.00","0.00","","0.00"
"App ID-156318","No Award","43064.00","0.00","","0.00"
"App ID-171492","No Award","43064.00","0.00","","44589.00"
"App ID-129888","No Award","43064.00","0.00","","36106.00"
"App ID-157650","No Award","43064.00","0.00","","31127.00"
"App ID-154998","No Award","43064.00","0.00","","16695.00"
"App ID-158040","No Award","43064.00","0.00","","0.00"
"App ID-154533","No Award","43064.00","0.00","","0.00"
"App ID-122318","No Award","43064.00","0.00","","40859.00"
"App ID-157634","No Award","43064.00","0.00","","17101.00"
"App ID-181408","No Award","43064.00","0.00","","13977.00"
"App ID-155971","No Award","43064.00","0.00","","37769.00"
"App ID-185314","No Award","43064.00","0.00","","37721.00"
"App ID-160039","No Award","43064.00","0.00","","46004.00"
"App ID-123725","No Award","43064.00","0.00","","40267.00"
"App ID-149847","No Award","43064.00","0.00","","43085.00"
"App ID-181656","No Award","43064.00","0.00","","43890.00"
"App ID-156536","No Award","43064.00","0.00","","46054.00"
"App ID-157914","No Award","43064.00","0.00","","28712.00"
"App ID-181538","No Award","43064.00","0.00","","46054.00"
"App ID-156571","No Award","43064.00","0.00","",""
"App ID-143402","No Award","43064.00","0.00","","29138.00"
"App ID-182370","No Award","43064.00","0.00","","5887.00"
"App ID-184126","No Award","43064.00","0.00","","31149.00"
"App ID-160631","No Award","43064.00","0.00","","31133.00"
"App ID-180326","No Award","43064.00","0.00","","46054.00"
"App ID-181404","No Award","43064.00","0.00","","34397.00"
"App ID-161663","No Award","43064.00","0.00","","45866.00"
"App ID-174142","No Award","43064.00","0.00","","25000.00"
"App ID-160640","No Award","43064.00","0.00","","25843.00"
"App ID-177475","No Award","43064.00","0.00","","30157.00"
"App ID-163997","No Award","43064.00","0.00","","6877.00"
"App ID-173476","No Award","43064.00","0.00","","43815.00"
"App ID-185432","No Award","43064.00","0.00","","37410.00"
"App ID-153133","No Award","43064.00","0.00","","45535.00"
"App ID-177816","No Award","43064.00","0.00","","42174.00"
"App ID-171063","No Award","43064.00","0.00","","0.00"
"App ID-164493","No Award","43064.00","0.00","","46090.00"
"App ID-182105","No Award","43064.00","0.00","","40504.00"
"App ID-184162","No Award","43064.00","0.00","","39385.00"
"App ID-184168","No Award","43064.00","0.00","","38784.00"
"App ID-183773","No Award","43064.00","0.00","","40593.00"
"App ID-183091","No Award","43064.00","0.00","","38676.00"
"App ID-185640","No Award","43064.00","0.00","","46520.00"
"App ID-125551","No Award","43064.00","0.00","","41432.00"
"App ID-175977","No Award","43064.00","0.00","","37678.00"
"App ID-178289","No Award","43064.00","0.00","","29170.00"
"App ID-181712","No Award","43064.00","0.00","","46254.00"
"App ID-184110","No Award","43064.00","0.00","","27211.00"
"App ID-157633","No Award","43064.00","0.00","","43867.00"
"App ID-174164","No Award","43064.00","0.00","","21356.00"
"App ID-183868","No Award","43064.00","0.00","","22342.00"
"App ID-160557","No Award","43064.00","0.00","","42219.00"
"App ID-174759","No Award","43064.00","0.00","","44480.00"
"App ID-183724","No Award","43064.00","0.00","","41719.00"
"App ID-149886","No Award","43064.00","0.00","","35506.00"
"App ID-183866","No Award","43064.00","0.00","","35506.00"
"App ID-182435","No Award","43064.00","0.00","","45366.00"
"App ID-185307","No Award","43064.00","0.00","","31192.00"
"App ID-185502","No Award","43064.00","0.00","","30212.00"
"App ID-186391","No Award","43064.00","0.00","","36118.00"
"App ID-185521","No Award","43064.00","0.00","","42952.00"
"App ID-182396","No Award","43064.00","0.00","","32561.00"
"App ID-186414","No Award","43064.00","0.00","","0.00"
"App ID-138619","No Award","43064.00","0.00","","0.00"
"App ID-137433","No Award","43064.00","0.00","","42748.00"
"App ID-156568","No Award","43064.00","0.00","","32063.00"
"App ID-177722","No Award","43064.00","0.00","","46484.00"
"App ID-123514","No Award","43064.00","0.00","","0.00"
"App ID-138729","No Award","43064.00","0.00","","43090.00"
"App ID-143475","No Award","43064.00","0.00","","0.00"
"App ID-143571","No Award","43064.00","0.00","","30858.00"
"App ID-161379","No Award","43064.00","0.00","","25325.00"
"App ID-153103","No Award","43064.00","0.00","","0.00"
"App ID-164516","No Award","43064.00","0.00","","21515.00"
"App ID-145053","No Award","43064.00","0.00","","0.00"
"App ID-164798","No Award","43064.00","0.00","","44248.00"
"App ID-168289","No Award","43064.00","0.00","","41876.00"
"App ID-158084","No Award","43064.00","0.00","","0.00"
"App ID-159806","No Award","43064.00","0.00","","10130.00"
"App ID-164488","No Award","43064.00","0.00","","42389.00"
"App ID-128766","No Award","43064.00","0.00","","24384.00"
"App ID-168307","No Award","43064.00","0.00","","32079.00"
"App ID-162403","No Award","43064.00","0.00","","13604.00"
"App ID-159047","No Award","43064.00","0.00","","0.00"
"App ID-152559","No Award","43064.00","0.00","","14462.00"
"App ID-138233","No Award","43064.00","0.00","","0.00"
"App ID-168695","No Award","43064.00","0.00","","36514.00"
"App ID-164210","No Award","43064.00","0.00","","32087.00"
"App ID-164481","No Award","43064.00","0.00","",""
"App ID-196573","No Award","43064.00","0.00","","46384.00"
"App ID-168304","No Award","43064.00","0.00","","46049.00"
"App ID-164375","No Award","43064.00","0.00","","41091.00"
"App ID-171532","No Award","43064.00","0.00","","40505.00"
"App ID-162527","No Award","43064.00","0.00","","43440.00"
"App ID-155015","No Award","43064.00","0.00","","0.00"
"App ID-162677","No Award","43064.00","0.00","","21801.00"
"App ID-159814","No Award","43064.00","0.00","","0.00"
"App ID-156537","No Award","43064.00","0.00","","0.00"
"App ID-164479","No Award","43064.00","0.00","","0.00"
"App ID-162419","No Award","43064.00","0.00","","41824.00"
"App ID-158082","No Award","43064.00","0.00","","45173.00"
"App ID-162564","No Award","43064.00","0.00","","46479.00"
"App ID-168256","No Award","43064.00","0.00","","0.00"
"App ID-171530","No Award","43064.00","0.00","","45854.00"
"App ID-164534","No Award","43064.00","0.00","","46054.00"
"App ID-122521","No Award","43064.00","0.00","","36023.00"
"App ID-164523","No Award","43064.00","0.00","","0.00"
"App ID-157561","No Award","43064.00","0.00","","19300.00"
"App ID-158120","No Award","43064.00","0.00","","0.00"
"App ID-168335","No Award","43064.00","0.00","","20530.00"
"App ID-157057","No Award","43064.00","0.00","","45774.00"
"App ID-160599","No Award","43064.00","0.00","","0.00"
"App ID-158649","No Award","43064.00","0.00","","46254.00"
"App ID-171531","No Award","43064.00","0.00","","0.00"
"App ID-164259","No Award","43064.00","0.00","","2762.00"
"App ID-157384","No Award","43064.00","0.00","","29665.00"
"App ID-123718","No Award","43064.00","0.00","","36764.00"
"App ID-172028","No Award","43064.00","0.00","","29986.00"
"App ID-156507","No Award","43064.00","0.00","","35304.00"
"App ID-153067","No Award","43064.00","0.00","","31883.00"
"App ID-123662","No Award","43064.00","0.00","","20035.00"
"App ID-161192","No Award","43064.00","0.00","","34424.00"
"App ID-168305","No Award","43064.00","0.00","","31903.00"
"App ID-156586","No Award","43064.00","0.00","","0.00"
"App ID-138292","No Award","43064.00","0.00","","29677.00"
"App ID-172032","No Award","43064.00","0.00","","19922.00"
"App ID-164446","No Award","43064.00","0.00","","24250.00"
"App ID-172744","No Award","43064.00","0.00","","25032.00"
"App ID-153167","No Award","43064.00","0.00","","45814.00"
"App ID-124150","No Award","43064.00","0.00","","27630.00"
"App ID-122820","No Award","43064.00","0.00","","0.00"
"App ID-155018","No Award","43064.00","0.00","","19088.00"
"App ID-157762","No Award","43064.00","0.00","","46054.00"
"App ID-135385","No Award","43064.00","0.00","","23148.00"
"App ID-168292","No Award","43064.00","0.00","","43632.00"
"App ID-170976","No Award","43064.00","0.00","","25558.00"
"App ID-145049","No Award","43064.00","0.00","","14814.00"
"App ID-172030","No Award","43064.00","0.00","","46290.00"
"App ID-164487","No Award","43064.00","0.00","","24633.00"
"App ID-172588","No Award","43064.00","0.00","","9388.00"
"App ID-134527","No Award","43064.00","0.00","","8762.00"
"App ID-141132","No Award","43064.00","0.00","","24896.00"
"App ID-164212","No Award","43064.00","0.00","","35535.00"
"App ID-137069","No Award","43064.00","0.00","","25777.00"
"App ID-140596","No Award","43064.00","0.00","","33310.00"
"App ID-156288","No Award","43064.00","0.00","","28259.00"
"App ID-154969","No Award","43064.00","0.00","","45283.00"
"App ID-171941","No Award","43064.00","0.00","","8107.00"
"App ID-145736","No Award","43064.00","0.00","","21909.00"
"App ID-138311","No Award","43064.00","0.00","","17356.00"
"App ID-125256","No Award","43064.00","0.00","","11149.00"
"App ID-161781","Award Complete","43064.00","7582.00","6610.00","33265.00"
"App ID-154884","Award Complete","43064.00","21250.00","21250.00","26492.00"
"App ID-131639","Award Complete","43064.00","23750.00","23750.00","29607.00"
"App ID-124461","Award Complete","43064.00","17500.00","17500.00","3151.00"
"App ID-155894","Award Complete","43064.00","28221.00","19920.00","42515.00"
"App ID-139834","Award Complete","43064.00","16000.00","16000.00","8489.00"
"App ID-153688","Award Complete","43064.00","17490.00","17490.00","21336.00"
"App ID-139794","No Award","43064.00","0.00","","29659.00"
"App ID-124289","Award Complete","43064.00","22292.00","18770.00","31017.00"
"App ID-156890","Award Complete","43064.00","18000.00","18000.00","0.00"
"App ID-157113","No Award","43064.00","0.00","","26634.00"
"App ID-158040","Award Complete","43064.00","19500.00","19500.00","0.00"
"App ID-157683","Award Complete","43064.00","27678.00","25190.00","37403.00"
"App ID-155352","Award Complete","43064.00","26316.00","18500.00","40933.00"
"App ID-157799","No Award","43064.00","0.00","","33951.00"
"App ID-143636","Award Complete","43064.00","17500.00","17500.00","15690.00"
"App ID-157841","Award Complete","43064.00","25010.00","25010.00","35735.00"
"App ID-157569","Award Complete","43064.00","19990.00","19990.00","24379.00"
"App ID-160621","Award Complete","43064.00","22120.00","22120.00","34641.00"
"App ID-123754","Award Complete","43064.00","15500.00","15500.00","0.00"
"App ID-156931","Award Complete","43064.00","21000.00","21000.00","0.00"
"App ID-156506","Award Complete","43064.00","21600.00","21600.00","31316.00"
"App ID-157907","Award Complete","43064.00","21000.00","21000.00","24789.00"
"App ID-147171","Award Complete","43064.00","22480.00","19480.00","31884.00"
"App ID-159816","Award Complete","43064.00","17860.00","17860.00","22327.00"
"App ID-160724","Award Complete","43064.00","29005.00","19230.00","46054.00"
"App ID-157948","Award Complete","43064.00","21820.00","21820.00","31183.00"
"App ID-157820","No Award","43064.00","0.00","","42440.00"
"App ID-161949","Award Complete","43064.00","20500.00","20500.00","26408.00"
"App ID-156518","Award Complete","43064.00","17000.00","17000.00","14909.00"
"App ID-122787","Award Complete","43064.00","16000.00","15500.00","16316.00"
"App ID-158205","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-156339","Award Complete","43064.00","24670.00","23680.00","35759.00"
"App ID-124866","Award Complete","43064.00","21000.00","21000.00","14565.00"
"App ID-158201","Award Complete","43064.00","21000.00","21000.00","0.00"
"App ID-160951","Award Complete","43064.00","23750.00","23750.00","30170.00"
"App ID-164288","Award Complete","43064.00","22366.00","22150.00","34077.00"
"App ID-164484","Award Complete","43064.00","16000.00","16000.00","0.00"
"App ID-158107","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-128081","Award Complete","43064.00","22200.00","22200.00","32176.00"
"App ID-156330","Award Complete","43064.00","21000.00","21000.00","0.00"
"App ID-153103","Award Complete","43064.00","17500.00","17500.00","0.00"
"App ID-168289","Award Complete","43064.00","28947.00","21640.00","41831.00"
"App ID-171532","Award Complete","43064.00","26946.00","21520.00","40411.00"
